phone,website,location,moreInfoLink,name,startDate,venue,price,description,endDate
480-966-9565,http://www.statesidepresents.com,"26 S. Farmer Ave. Tempe, AZ, 85281",http://www.azcentral.com/thingstodo/music/The_Green_676620648313,The Green,04/28/2011,Sail Inn,$10,"Hailing from Oahu, Hawaii, these reggae rockers incorporate elements of their Hawaiian music into their root-reggae sound. The group's 2010 self-titled debut album was named iTunes' ""Best Reggae Album of 2010."" Reggae band Fortunate Youth open this 21-and-older show.",
602-265-4842,http://www.statesidepresents.com,"1019 E. Indian School Road Phoenix, AZ, 85014",http://www.azcentral.com/thingstodo/music/The_Growlers_661525556501,The Growlers,04/28/2011,Rhythm Room,$10,"These Los Angeles indie-rockers play a boozy blend of surf rock and garage rock. Known for their wild live shows, the group arrives behind its latest album, 2010's ""Hot Tropics."" California indie-rockers Allah-Las also perform at this 21-and-older show.",
602-229-1265,http://www.statesidepresents.com,"130 E. Washington St. Phoenix, AZ, 85004",http://www.azcentral.com/thingstodo/music/Parallels_845733892493,Parallels,04/29/2011,Bar Smith,$7,"Featuring ex-Crystal Castles drummer and composer Cameron Findlay, this Canadian synth-pop duo performs songs from its debut album, 2010's ""Visionaries."" A 21-and-older show.",
480-941-1225,,"1201 N. Galvin Parkway Phoenix, AZ, 85008",http://www.azcentral.com/thingstodo/music/Music_in_the_Garden:_Dry_River_Yacht_Club_309650327367,Music in the Garden: Dry River Yacht Club,04/29/2011,Desert Botanical Garden,$15 - $21,"Tempe's Dry River Yacht Club features French horns, bassoons and accordions. The group plays a high-energy brand of Gypsy-folk. The band released its latest album, ""The Ugliest Princess,"" in 2010. This popular event also features a chef-attended food station featuring weekly specials for an additional charge and a cash bar. A 21-and-older event.",
602-261-7625,http://www.psykosteve.com,"3 S. Second St., Suite 117 Phoenix, AZ, 85004",http://www.azcentral.com/thingstodo/music/Ron_Pope_492410553798,Ron Pope,04/30/2011,Hard Rock Cafe,$12,"Marked by his soulful voice and introspective lyrics, this New York City singer-songwriter performs songs from his new album, this year's ""Whatever It Takes."" Singer-songwriters Ari Herstand and Zach Berkman open this all-ages show.",
602-265-4842,http://www.statesidepresents.com,"1019 E. Indian School Road Phoenix, AZ, 85014",http://www.azcentral.com/thingstodo/music/Royal_Bangs_748506940386,Royal Bangs,05/01/2011,Rhythm Room,$9 - $10,"These Knoxville indie-rockers were discovered on MySpace by Black Keys drummer Patrick Carney and quickly signed to his Audio Eagle Records label. With a sound that combines garage rock and modern indie rock, the group arrives in support of its second album, 2009's ""Let It Beep."" Indie-rockers Superhumanoids open this all-ages show.",
480-829-0607 480-829-1300,,"730 N. Mill Ave. Tempe, AZ, 85281",http://www.azcentral.com/thingstodo/music/The_Dirty_Heads_528923416536,The Dirty Heads,05/04/2011,Marquee Theatre,$15 - $17,"Playing the laid-back blend of reggae and ska pioneered by bands like Sublime, these mellow Southern California rockers have toured with O.A.R., 311, Pepper and the Kottonmouth Kings. The group released its debut album, ""Any Port in a Storm,"" in 2008.",
877-598-8497 602-379-2800,,"400 W. Washington St. Phoenix, AZ, 85003",http://www.azcentral.com/thingstodo/music/Jethro_Tull_847095382629,Jethro Tull,06/10/2011,Comerica Theatre,$52.50 - $143,"Celebrating the 40th anniversary of their celebrated 1971 release, ""Aqualung,"" these English rockers perform the album in its entirety, along with a number of other favorites.",
480-513-7586,,"21001 N. Tatum Blvd. Phoenix, AZ, 85050",http://www.azcentral.com/thingstodo/music/Chicks_with_Picks_574984987801,Chicks with Picks,03/25/2011,Desert Ridge Marketplace,Free,"Founded by Valley musicians Pandy Raye and Rhonda Hitchcock, Chicks with Picks is made up of more than 75 female singer-songwriters and musicians from across the Valley. The group’s performances are often folky, acoustic affairs and feature a rotating list of performers. Performing on the District Stage.",
623-334-0010,,"16844 N. Arrowhead Fountains Center Drive Peoria, AZ, 85382",http://www.azcentral.com/thingstodo/music/The_Jimmy_Buffett_Tribute_Party_710090440147,The Jimmy Buffett Tribute Party,03/27/2011,Skye,$15 - $30,"Local band the Stinson Brotherz invite visitors to Margaritaville with their Jimmy Buffett tribute show, donning Hawaiian shirts and straw hats for hits like ""Cheeseburger in Paradise,"" ""Volcano"" and ""Fins."" Show times at 4 and 6:30 p.m.",
602-953-2993,,"4541 E. Cactus Road Phoenix, AZ, 85032",http://www.azcentral.com/thingstodo/music/Mary_Hoffman_444495491445,Mary Hoffman,03/29/2011,Paradise Lounge,Free,"This Phoenix country signer has opened for Kenny Chesney, Keith Urban, Sammy Hagar and Michelle Branch, and made it into the top 10 in the Arizona Idol competition. With funky guitar playing and a powerful voice, Hoffman performs songs from her latest album, ""Somebody Else.""",
480-488-0603,http://www.azchickswithpicks.com,"6033 E. Cave Creek Road Cave Creek, AZ, 85331",http://www.azcentral.com/thingstodo/music/Jeordie_788860586460,Jeordie,12/23/2010,Cave Creek Coffee Co. and Wine Purveyors,Free,"Blending modern pop tunes with folk guitar, this Phoenix singer-songwriter has performed as a supporting act for Dido, Jewel, Indigo Girls, Sade and Brooks &amp; Dunn. She also recently releases a 23-track live album called ""Bootleg.""",03/31/2011
623-935-5059,http://www.azchickswithpicks.com,"102 N. Old Litchfield Road Litchfield Park, AZ, 85340",http://www.azcentral.com/thingstodo/music/Mary_Hoffman_103312906998,Mary Hoffman,12/16/2010,Old Pueblo Cafe,Free,"This Phoenix country signer has opened for Kenny Chesney, Keith Urban, Sammy Hagar and Michelle Branch and made it into the top 10 in the Arizona Idol competition. With funky guitar playing and a powerful voice, Hoffman performs songs from her latest album, ""Somebody Else."" Performing every Thursday night.",04/28/2011
480-478-6000,http://www.themim.org,"4725 E. Mayo Blvd. Phoenix, AZ, 85050",http://www.azcentral.com/thingstodo/music/Balinese_Gamelan_Workshop_505226428438,Balinese Gamelan Workshop,01/20/2011,Musical Instrument Museum,$20,Curatorial assistant Colin Pearson leads this workshop to introduce students to Balinese music and culture. Guests 12 and older can play the Balinese instruments. No musical experience necessary. Workshops held the first and third Thursdays of the month through May. Group discounts available. See website for details.,05/19/2011
480-350-2822,,"700 W. Rio Salado Parkway Tempe, AZ, 85281",http://www.azcentral.com/thingstodo/music/&quot;Walk-in_Wednesdays&quot;_971151531925,"""Walk-in Wednesdays""",01/05/2011,Tempe Center for the Arts,Free,"Tempe singer-songwriter Walt Richardson hosts this popular open mike series, which invites musicians of all genres to perform. A youth segment for players high school age and younger is held from 5 to 6 p.m. The audience can enjoy food and beverage specials from Santa Barbara Catering.",05/25/2011
480-945-6346,http://winfieldscafe.com,"7025 E. Osborn Road Scottsdale, AZ, 85251",http://www.azcentral.com/thingstodo/music/Live_Acoustic_Music_448787940338,Live Acoustic Music,,First Baptist Church of Scottsdale,Free,"Live music and entertainment is offered on Friday nights. The coffee house is open on the campus of First Baptist Church of Scottsdale with Nancy Gee performing live jazz June 19, and Rod DiGiovanni playing acoustic folk/country on June 26.",
480-444-1234,http://scottsdale.hyatt.com,"7500 E. Doubletree Ranch Road Scottsdale, AZ, 85258",http://www.azcentral.com/thingstodo/music/Mosaico_823706229983,Mosaico,,Hyatt Regency Scottsdale Resort and Spa at Gainey Ranch,Free,"This Arizona flamenco group performs original music inspired by the sounds of Spain, Latin America and the Caribbean. Incorporating guitar, bass, flute, violin, piano and percussion, the group adds a taste of the Southwest to their performance. Performing in the hotel's lobby bar.",
480-966-9565,http://www.statesidepresents.com,"26 S. Farmer Ave. Tempe, AZ, 85281",http://www.azcentral.com/thingstodo/music/Hot_Buttered_Rum_401865315438,Hot Buttered Rum,03/25/2011,Sail Inn,$12 - $14,"This San Fransisco progressive bluegrass group performs its jammy blend of folk, rock and reggae. The band has performed at the Telluride Bluegrass Festival, the Newport Folk Festival, South by Southwest and the Bonnaroo Music Festival and released its latest album, ""Limbs Akimbo,"" in 2009. A 21-and-older show.",
480-478-6000,http://www.themim.org,"4725 E. Mayo Blvd. Phoenix, AZ, 85050",http://www.azcentral.com/thingstodo/music/American_Songbook_With_Philip_Brunelle_and_Friends_913890630763,American Songbook With Philip Brunelle and Friends,03/31/2011,Musical Instrument Museum,"$15, $13 for age 64 and older, $10 for ages 6-17, free for age 5 and younger","Join VocalEssence artistic director Philip Brunelle as emcee and pianist for an evening of cabaret with soprano Maria Jette and baritone Bradley Greenwald. The trio celebrates the American Songbook in a private reception. Seating is on a first-come, first-seated basis. Call or see website to purchase tickets.",
928-632-6217,http://www.arizonahighway69chamber.org,"Interstate 17, Exit 262 Cordes Junction, AZ, 86333",http://www.azcentral.com/thingstodo/music/Hi-Country_Bluegrass_Festival_818362014011,Hi-Country Bluegrass Festival,04/16/2011,Arcosanti,$8 - $10,"This musical festival features performances by bluegrass bands the Hey Boyz, Copper River Band, Igor's Jazz Cowboys, Shuler Family Band, Tangled Strings and the Trusting Heart Band.",
480-502-5600,http://www.rawhide.com,"5700 W. North Loop Road Gila River Reservation, AZ, 85226",http://www.azcentral.com/thingstodo/music/Steve_Barker_Band_127092433373,Steve Barker Band,02/03/2011,Rawhide at Wild Horse Pass,Free admission,"Led by singer Steve Barker, this Phoenix band performs traditional country tunes and classic Western songs. The group has released two albums, ""20 Classic Songs"" and ""The Last Cowboy Song,"" and performs at Rawhide every week.",08/27/2011
602-405-0099,,"7277 E. Camelback Road , Scottsdale, AZ 85251",http://www.azcentral.com/thingstodo/music/Larry_Fitzgerald_&amp;_Friends_Afterparty_821297026258,Larry Fitzgerald & Friends Afterparty,04/23/2011,W Scottsdale Hotel and Residences,,,
602-266-0015,http://facebook.com/obscuraaz,"3045 N. 16th St. Phoenix, AZ, 85016",http://www.azcentral.com/thingstodo/music/Obscura_652552854876,Obscura,,Rips Ales and Cocktails,"$5, No cover before 9 p.m.","Resident DJs Roya and Funkfinger entertain by spinning Britpop, indie, '80s new wave and mod tunes. The dance party highlights upcoming CD releases. Drink specials include $3 well drinks and $2 house pints. Age 21 and older.",
602-522-2344,http://christophersaz.com,"2502 E. Camelback Road Phoenix, AZ, 85016",http://www.azcentral.com/thingstodo/music/Local_DJ_Night_199863668344,Local DJ Night,,Christopher's and Crush Lounge,Free; menu prices apply,Grooves and tunes are spun twice a week. Grab your drink and shake what you got along to the beats created by local DJs.,
480-258-2733,,"2155 E. University Drive Tempe, AZ, 85281",http://www.azcentral.com/thingstodo/music/Daedelus_with_Tokimonsta_305634681606,Daedelus with Tokimonsta,04/14/2011,Club Red,$15 - $18,"Los Angeles DJ and producer Daedelus creates experimental soundscapes, using real instruments alongside electronic elements. He released his latest album, ""Bespoke,"" in 2011. Fellow Los Angeles producer Tokimonsta also performs. Both DJs are scheduled to play at this year's Coachella Music and Art Festival.",
480-478-6000,http://www.themim.org,"4725 E. Mayo Blvd. Phoenix, AZ, 85050",http://www.azcentral.com/thingstodo/music/Music_in_Motion_929898816094,Music in Motion,04/14/2011,Musical Instrument Museum,"$15, $13 for age 65 and older, $10 for ages 6-17, free for age 5 and younger","Enjoy an evening of cocktails and blues. Groove to the sounds of Big Daddy D and the Dynamites, who perform in the courtyard. Free with museum admission. At 9 p.m., head to the Compound Grill for Americana music by the Band of Heathens. Show your museum receipt to get in for $5. Cash only for a no-host bar.",
480-968-2114,,"2155 E. University Drive, Suite 116 Tempe, AZ, 85281",http://www.azcentral.com/thingstodo/music/Shake_That_Azz_2_271541811778,Shake That Azz 2,04/16/2011,Red Owl Sports Grill,$15,"This electronic music event features West Coast future bass, glitch hop and electro courtesy of DJs Lando Kal of Lazer Sword and Comma, along with psychedelic artworks by Erika Jaynes. A 21-and-older show.",
480-481-3100,http://eventvibe.com/events/phoenixaz/LAIDBACK-LUKE-Giant-Wed-w-Tranzit,"4426 N. Saddlebag Trail Scottsdale, AZ, 85251",http://www.azcentral.com/thingstodo/music/Giant_Wednesdays:_Laidback_Luke_556116890400,Giant Wednesdays: Laidback Luke,04/20/2011,Pussycat Lounge,$17.50,"This Dutch house DJ and producer has worked with such artists as David Guetta, Axwell, Junior Sanchez and Steve Angello, and was ranked No. 17 on DJ Mag's Top 100 DJ list in 2010. Laidback Luke recently collaborated with Steve Aoki and Lil Jon for his latest single, 2011's ""Turbulence."" DJ Tranzit also performs at this 21-and-older show.",
602-258-1189,,"441 W. Madison Drive Phoenix, AZ, 85003",http://www.azcentral.com/thingstodo/music/The_Colossal_Event_390138433584,The Colossal Event,04/22/2011,Madison Event Center,$35 - $45,"This two-day music festival features DJs and electronic musicians from around the country on two stages. Day 1 features performances by Chase &amp; Status Jakes, TV Rock, HavocNdeeD, Radar, Louder, Mike Saga, Aly &amp; Fila, Graham, Space Rockerz, Jordan Stevens, Sean Essex and DJ Lujan. The line-up for Day 2 features Steve Aoki, Felguk, Felix Cartal, Turner &amp; Heit, Michael James, Jack Beats, Nero, Liquid Stranger, Style of Eye, Tranzit and Jared Alan.",04/23/2011
602-265-4842,http://www.rhythmroom.com,"1019 E. Indian School Road Phoenix, AZ, 85014",http://www.azcentral.com/thingstodo/music/Dirty_Vegas_867898357721,Dirty Vegas,05/04/2011,Rhythm Room,$10,"This British house music trio hit it big with its 2001 single ""Days Go By,"" which first hit the mainstream after being featured in a commercial for the 2003 Mitsubishi Eclipse. The song hit No. 14 on the U.S. Billboard Hot 100 chart and earned the group a Grammy for Best Dance Recording. The group was on hiatus for many years, but released its first album in seven years, ""Electric Love,"" this year. A 21-and-older show.",
