phone,website,title,contactEmail,moreInfoLink,startDate,endTime,fullAddress,description,venue,startTime,image,endDate
856-751-0994,http://www.tbsonline.org,Preschool Play Daze,gails@tbsonline.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Preschool-Play-Daze/event/13762/,,4:30 pm,"1901 Kresson Rd., 				Cherry Hill, NJ",<p>Come for an afternoon of play in our Noah's Ark Preschool Playroom during this parent/child program.,Temple Beth Sholom,3:30 pm,,
215-257-3193,http://www.bodylogique.com,Dance/Cheer/Yoga!,barbara@bodylogique.com,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Dance-Cheer-Yoga/event/12705/,06/16/2011,6:30 pm,"80 Gravel Pike, 				Red Hill, PA","<p>A class designed especially for dancers, gymnasts &amp; cheerleaders ages 8-13. Focus is on overall athletic conditioning, injury  prevention, stress management, teamwork &amp; improved performance dynamics. Non-athletes &amp; walk-ins welcome.",Serenity Health & Fitness Center/Dance Zone,5:30 pm,http://www.metrokids.com/images/cache/48e3363be9c4c6e36e6f9d7949ad969e.jpeg,
610-544-5800,http://www.thecreativelivingroom.com,First Friday Pillow & Pajama Story Time,Rosemary@thecreativelivingroom.com,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/First-Friday-Pillow-Pajama-Story-Time/event/12002/,,7:00 pm,"15 S. Chester Rd., 				Swarthmore, PA","<p>Bring your pillows &amp; cozy up in your pajamas every first Friday of the month for an interactive program for kids &amp; families featuring&nbsp;stories, songs, movement activities, special guest artists &amp; cultural themes.",The Creative Living Room,6:00 pm,http://www.metrokids.com/images/cache/f103e27bfee0d528dc21a0e9fdb84315.jpeg,
,http://www.philadelphiasoul.com,Philadelphia Soul Games,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Philadelphia-Soul-Games/event/14285/,06/25/2011,,"3601 S. Broad St., 				Philadelphia, PA","<p>Philadelphia's arena football team, the Soul, are back in action. The 2008 Champions invite you to be a part of the excitement as they work to defend their title.",Wells Fargo Center,7:00 pm,http://www.metrokids.com/images/cache/dcbb6da118027a14cd8a617f105358cb.jpeg,
,http://www.usasevenscci.com,Rugby Championship,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Rugby-Championship/event/14284/,,4:00 pm,"1 Stadium Dr., 				Chester, PA",<p>World Cup-style tournament features 16 top-tier collegiate teams. It will be broadcast nationally on NBC and features a free concert from Dropkick Murphys.,PPL Park,10:00 am,http://www.metrokids.com/images/cache/0a51d5eace2829daa5503ed7e54a07a6.jpeg,
609-261-2495,http://www.njaudubon.org/centers/rancocas,Saturday Nature Explorers,kerri.sellers@njaudubon.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Saturday-Nature-Explorers/event/12750/,,3:00 pm,"794 Rancocas Rd., 				Mt. Holly, NJ","<p>An environmental spring topic will inspire explorations on the trail. Children can participate on their own, with a friend or with a parent or caregiver.",Rancocas Nature Center,1:00 pm,http://www.metrokids.com/images/cache/016aa37168b72a82282a0bf195ad1623.jpeg,
610-270-0215,http://www.phs.montcopa.org,Creek Critters,rking2@montcopa.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Creek-Critters/event/14269/,,3:30 pm,"183 Moredon Rd., 				Huntingdon Valley, PA",<p>Come &amp; explore the creek. Find out what fish eat. Catch fish &amp; insect species. Prepare to get wet!,Lorimer Park,2:00 pm,http://www.metrokids.com/images/cache/29127930d213eaf0bbca9a94c7671d47.jpeg,
,http://www.littlesproutsvillage.com,"Grow Veggie, Grow!",info@littlesproutsvillage.com,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Grow-Veggie-Grow/event/13836/,05/24/2011,11:00 am,"781 Hillsdale Rd., 				West Chester, PA",<p>Experience the magic of gardening as you sow seeds &amp; transplant small seedlings into the garden. Learn how to care  for plants and follow their progress as they grow. Each class focuses on a different vegetable and includes stories &amp; games.  Your child will take home a vegetable plant along with gardening tips. Ages 3-5.,Little Sprout's Village,9:30 am,http://www.metrokids.com/images/cache/1296eef7d9f0a16328b0eb576106a476.jpeg,06/14/2011
302-378-1384,http://www.pcade.com,The Little Mermaid Dance Production & Recital,info@pcade.com,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/The-Little-Mermaid-Dance-Production-Recital/event/13658/,06/10/2011,9:30 pm,"200 Larosa Lane, 				Middletown, DE","<p>Hit the waves with Ariel &amp; the gang during music &amp; dance performances. Fri.-Sat., 7pm.",Middletown High Scool,7:00 pm,http://www.metrokids.com/images/cache/78010e4b0f4e0a836f5cedae4a56a29c.jpeg,06/11/2011
856-662-4418,http://www.buildjakesplace.org,Build Jake's Place: Relay for Play,jim@jimcummings.com,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Build-Jakes-Place-Relay-for-Play/event/14230/,06/11/2011,1:00 pm,"N. Park Dr., 				Pennsauken, NJ",<p>Join Build Jake's Place for a fun walk &amp; relay to raise money to build South Jersey's first boundless playground for children of every ability to play together.,Cooper River Pkwy.,8:30 am,http://www.metrokids.com/images/cache/cb883a36d55aa2cbc865722c6e6410ff.jpeg,
215-822-6700,http://www.byerschoice.com,Dog Days of Summer at Byers' Choice Ltd.,support@byerschoice.com,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Dog-Days-of-Summer-at-Byers-Choice-Ltd/event/13161/,06/11/2011,5:00 pm,"4355 County Line Rd., 				Chalfont, PA",<p>Byers' Choice welcomes pet rescue vendors &amp; dog lovers today.,Byers' Choice Ltd.,11:00 am,http://www.metrokids.com/images/cache/8aefd49bd644fd97931777bae87a0b6b.jpeg,
215-643-1320ext14,http://www.wvpl.org/programs,Family Movies at the Library,sburdick@wvpl.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Family-Movies-at-the-Library/event/13197/,12/10/2011,3:00 pm,"650 Skippack Pike (Rte. 73), 				Blue Bell, PA",<p>Watch a PG- or G-rated movie.,Wissahickon Valley Public Library,1:30 pm,,
215-729-5281ext110,http://www.bartramsgarden.org,Family Discovery Day: Ice Cream,lgale@bartramsgarden.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Family-Discovery-Day-Ice-Cream/event/13986/,06/18/2011,11:30 am,"54th Street & Lindbergh Blvd., 				Philadelphia, PA",<p>A weekend family discovery program for school-aged children &amp; their families. Participate in science-or art-based activities &amp; guided walks through the garden.,Bartram's Garden,10:00 am,,
215-234-4528,http://www.momtcopa.org,Movie in the Park,mshope@montcopa.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Movie-in-the-Park/event/13540/,06/18/2011,,"2144 Snyder Rd., 				Green Lane, PA","<p>Watch How to Train Your Dragon. Outdoor amphitheater, bring your own seating to use on the lawn.",Green Lane Park,8:00 pm,,
215-887-6603,http://www.briarbush.org,Nature’s Storytime,amy@briarbush.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Natures-Storytime/event/12539/,01/22/2011,,"1212 Edge Hill Rd., 				Abington, PA",<p>A &quot;naturally&quot; exciting event with stories &amp; a live animal encounter. Ages 3 &amp; up accompanied by an adult.,Briar Bush Nature Center,10:00 am,,06/18/2011
,http://www.dutchwonderland.com/events/details.php?event_id=2513&back=1,Duke's (Surprise) Birthday Party,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Dukes-Surprise-Birthday-Party/event/13133/,06/22/2011,,"2249 Lincoln Hwy. East, 				Lancaster, PA","<p>Duke the dragon is having a birthday party, but he doesn't know it! Join the Princess &amp; Knight of Dutch Wonderland and all their friends as they give Duke a party to remember.",Dutch Wonderland Family Amusement Park,,,
215-393-8380,http://www.MudShack.com,Friday Night Mini Art Camp,info@mudshack.com,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Friday-Night-Mini-Art-Camp/event/14152/,,9:00 pm,"515 Stump Rd., 				North Wales, PA",<p>Drop off the kids &amp; they can make Mother's Day gifts. Children will create mosaic wall hangings &amp; a beaded bracelet.,The Mud Shack,7:00 pm,http://www.metrokids.com/images/cache/cccde00e768c4f8e84da0db7a0e87e97.jpeg,
,http://www.comicmadness.com,FREE Comic Book Day at Wade's Comic Madness,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/FREE-Comic-Book-Day-at-Wades-Comic-Madness/event/14351/,,10:00 pm,"8750 New Falls Rd., 				Levittown, PA","<p>Celebrate Comic Book Day! Open for extended hours, 10am-10pm, with specials and free comics. Events include:<p>&bull; A special signing by the top creators at ZENESCOPE COMICS (Grimm Fairy  Tales, Charmed, Neverland, etc.) with BIGFOOT from 4-6pm<p>&bull; &quot;The Wheel of Madness&quot; game with prizes (5-6pm)<p>&bull; Wings Eating Contest (6pm, $5 to enter, pre-register)",Wade's Comic Madness,10:00 am,http://www.metrokids.com/images/cache/fb307202b75c6a41f9bd0276fad7f135.jpeg,
856-910-0888,http://www.lakeshorelearning.com,Free Crafts for Kids - Cherry Hill,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Free-Crafts-for-Kids-Cherry-Hill/event/8220/,05/28/2011,,"2020 Marlton Pike West, 		Marketplace at Garden State Park, 		Cherry Hill, NJ","<p>Ages 3 &amp; up can enjoy free craft activities every Saturday.<p>Make a...<p>Save the Earth Tote Bag, April 16. Bunny Basket, April 23. Buzzing Bee, April 30. Mother's Day Purse, May 7. It's a Jungle! Collage, May 14. Let's Dance! Streamer, May 21. Look at Me! Mirror, May 28.",Lakeshore Learning Store,11:00 am,,
610-354-0551,http://www.lakeshorelearning.com,Free Crafts for Kids - King of Prussia,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Free-Crafts-for-Kids-King-of-Prussia/event/8185/,05/28/2011,,"340 W. Dekalb Pike, 				King of Prussia, PA","<p>Ages 3 &amp; up can enjoy free craft activities every Saturday.<p>Make a...<p>Save the Earth Tote Bag, April 16. Bunny Basket, April 23. Buzzing Bee, April 30. Mother's Day Purse, May 7. It's a Jungle! Collage, May 14. Let's Dance! Streamer, May 21. Look at Me! Mirror, May 28.",Lakeshore Learning Store,11:00 am,,
215-925-2688,http://www.philaathenaeum.org/workshops.html,Mother's Day Pop-Up Card Workshop,sltatman@philaathenaeum.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Mothers-Day-Pop-Up-Card-Workshop/event/13834/,,12:00 pm,"219 S. 6th St., 				Philadelphia, PA","<p>Join artist Colette Fu to make a card for your mother or grandmother using pop-up techniques. Ages 7-17, kids younger than age 7 may attend with an adult. Pre-registration required.",Athenaeum of Philadelphia,10:00 am,,
610-688-3553,http://www.wayneart.org,Mother's Day Tea & Activity Day,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Mothers-Day-Tea-Activity-Day/event/14283/,,3:00 pm,"413 Maplewood Ave., 				Wayne, PA","<p>Cook up sweet treats in the kitchen to enjoy with an elegant afternoon tea service.&nbsp;Then, work with artist Abby Laible to create a unique Mother&rsquo;s Day card.&nbsp;Lastly, take a picture documenting your afternoon, and place it in a handmade frame in a workshop led by artist Lyn Ann Mueller. Ages 4 &amp; up accompanied by an adult. Pre-registration required.",Wayne Art Center,1:00 pm,http://www.metrokids.com/images/cache/4bce422165fcad8c839673d65df21705.jpeg,
856-768-9503,http://balletnj.org,Swan Lake,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Swan-Lake/event/14088/,04/30/2011,,"100 Holly Oak Drive E., 				Voorhees , NJ",<p>Swan Lake by BalletNJ with guest performers from the Philadelphia Ballet. Great event for the whole family!,Voorhees Middle School,2:30 pm,http://www.metrokids.com/images/cache/064cadf4d5b3538bd7a45a9b8d5a2861.jpeg,05/7/2011
610-688-7092ext206,,Writing Workshop for Teens,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Writing-Workshop-for-Teens/event/14250/,,4:00 pm,"582 Upper Gulph Rd., 				Strafford, PA","<p>Writing Workshop for teens ages 12-17 includes flash fiction and poetry. Saturdays, May 7 &amp; 14.<p>Space is limited. Call the library to register in advance.",Tredyffrin Public Library,2:00 pm,,
302-378-1384,http://www.pcade.com,Gospel Brunch,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Gospel-Brunch/event/14181/,05/15/2011,2:00 pm,"217 N. Broad St., 				Middletown, DE","<p>Enjoy a buffet while a live band &amp; singers bring you the  best of blues and gospel. After brunch, stroll through the Designer Show  House.",Designer Show House,12:00 pm,,
610-278-5100ext205,http://www.mc-npl.org,Tasty Crafty Fun Day,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Tasty-Crafty-Fun-Day/event/14276/,05/10/2011,2:00 pm,"1001 Powell St., 				Norristown, PA",<p>Taco Party! Assemble a yummy treat and make a festive craft. Ages 6 &amp; up,Montgomery County-Norristown Public Library,1:00 pm,,
856-833-1330,http://http:/paintatallfiredup.com,"PJ's, Pizza & Painting",pamandkim@paintatallfiredup.com,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/PJs-Pizza-Painting/event/14203/,05/13/2011,8:30 pm,"602 Haddon Ave., 				Collingswood, NJ","<p>Wear your PJ's, watch the movie Tangled,&nbsp;eat&nbsp;pizza &amp; dessert, and choose a piece of pottery to paint. Ages 5 &amp; up.",All Fired Up!,6:30 pm,http://www.metrokids.com/images/cache/cfceb43d2223f29ffe793dff4ad16ad2.jpeg,
215-270-0215,http://www.phs.montcopa.org,Pressed Flowers,rking2@montcopa.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Pressed-Flowers/event/14268/,05/15/2011,3:30 pm,"1492 Gravel Pike (Rte. 29), 		near Marlborough Elementary School, 		Green Lane , PA","<p>Decorate the cover of a plant press. Walk with a naturalist to collect spring flowers for pressing, who will help you identify your finds. Learn about other ways to preserve flowers. Ages 7 &amp; up. Pre-registration required.","Green Lane Park, Hemlock Point Day-Use Area",2:00 pm,http://www.metrokids.com/images/cache/85ec2208332057dfa149eeac3617fabb.jpeg,
215-299-1060,http://www.ansp.org/activities/safari_overnight.php,Safari Overnight,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Safari-Overnight/event/13375/,,,"1900 Benjamin Franklin Pkwy., 				Philadelphia, PA","<p>Participate in activities &amp; meet live animals. Sleep next to lions, tigers or a T-rex, then enjoy more exploration in the morning. Ages 7-14, one adult required per 3 children.",Academy of Natural Sciences,6:30 pm,,
215-887-6603,http://www.briarbush.org,Animal Open House,amy@briarbush.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Animal-Open-House/event/14060/,05/21/2011,11:00 am,"1212 Edge Hill Rd., 				Abington, PA","<p>Briar Bush&rsquo;s museum is home to more than 30 animals, including rabbits &amp; rats, chinchillas &amp; tarantulas. Come learn about the animals, and even give them a pat!",Briar Bush Nature Center,10:00 am,,
215-413-8655,http://www.phillyseaport.org,Community Day: Fishtown,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Community-Day-Fishtown/event/13613/,,4:00 pm,"211 S. Columbus Blvd. & Walnut St., 		Penn’s Landing, 		Philadelphia, PA","<p>Community days are scheduled throughout the year and spotlight different neighborhoods that make up our &ldquo;river city.&quot; Today, find out why Fishtown is called Fishtown &amp; learn the history of this funky neighborhood that has played an important role on Philadelphia&rsquo;s waterfront. Special admission price of $5 for Fishtown residents!",Independence Seaport Museum,12:00 pm,,
215-581-3181,http://www.pleasetouchmuseum.org,Dia del Nino,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Dia-del-Nino/event/14082/,,,"4231 Ave. of the Republic , 		Memorial Hall, Fairmount Park, 		Philadelphia, PA","<p>An international celebration of children! Experience Latin culture through music, dance, theater, crafts &amp; more.",Please Touch Museum,,,
