address,price,description,venue,phone,website,title,fullDates,moreInfo
29 S. Orange Ave.,free-$.50,Interactive performance installation by Brian Feldman; through Dec. 31,SAK Comedy Lab,(407) 648-0001,http://www.twitter.com/skillcranekid,The Skill Crane Kid,"6/11 11:30PM, 6/11 7:30PM, 6/11 9:30PM, 4/8 7:30PM, 4/8 9:30PM, 4/8 11:30PM, 4/9 7:30PM, 4/9 9:30PM, 4/9 11:30PM, 4/12 9:00PM, 4/13 9:00PM, 4/14 7:30PM, 4/14 9:30PM, 4/15 7:30PM, 4/15 9:30PM, 4/15 11:30PM, 4/16 7:30PM, 4/16 9:30PM, 4/16 11:30PM, 4/19 9:00PM, 4/20 9:00PM, 4/21 7:30PM, 4/21 9:30PM, 4/22 7:30PM, 4/22 9:30PM, 4/22 11:30PM, 4/23 7:30PM, 4/23 9:30PM, 4/23 11:30PM, 4/26 9:00PM, 4/27 9:00PM, 4/28 7:30PM, 4/28 9:30PM, 4/29 7:30PM, 4/29 9:30PM, 4/29 11:30PM, 4/30 7:30PM, 4/30 9:30PM, 4/30 11:30PM, 5/3 9:00PM, 5/4 9:00PM, 5/5 7:30PM, 5/5 9:30PM, 5/6 7:30PM, 5/6 9:30PM, 5/6 11:30PM, 5/7 7:30PM, 5/7 9:30PM, 5/7 11:30PM, 5/10 9:00PM, 5/11 9:00PM, 5/12 7:30PM, 5/12 9:30PM, 5/13 7:30PM, 5/13 9:30PM, 5/13 11:30PM, 5/14 7:30PM, 5/14 9:30PM, 5/14 11:30PM, 5/17 9:00PM, 5/18 9:00PM, 5/19 7:30PM, 5/19 9:30PM, 5/20 7:30PM, 5/20 9:30PM, 5/20 11:30PM, 5/21 7:30PM, 5/21 9:30PM, 5/21 11:30PM, 5/24 9:00PM, 5/25 9:00PM, 5/26 7:30PM, 5/26 9:30PM, 5/27 7:30PM, 5/27 9:30PM, 5/27 11:30PM, 5/28 7:30PM, 5/28 9:30PM, 5/28 11:30PM, 5/31 9:00PM, 6/1 9:00PM, 6/2 7:30PM, 6/2 9:30PM, 6/3 7:30PM, 6/3 9:30PM, 6/3 11:30PM, 6/4 9:30PM, 6/4 11:30PM, 6/7 9:00PM, 6/4 7:30PM, 6/8 9:00PM, 6/9 7:30PM, 6/9 9:30PM, 6/10 7:30PM, 6/10 9:30PM, 6/10 11:30PM, 6/14 9:00PM, 6/15 9:00PM, 6/16 7:30PM, 6/16 9:30PM, 6/17 7:30PM, 6/17 9:30PM, 6/17 11:30PM, 6/18 7:30PM, 6/18 9:30PM, 6/18 11:30PM, 6/21 9:00PM, 6/22 9:00PM, 6/23 7:30PM, 6/23 9:30PM, 6/24 7:30PM, 6/24 9:30PM, 6/24 11:30PM, 6/25 7:30PM, 6/25 9:30PM, 6/25 11:30PM, 6/28 9:00PM, 6/29 9:00PM, 6/30 7:30PM, 6/30 9:30PM, 7/1 7:30PM, 7/1 9:30PM, 7/1 11:30PM, 7/2 7:30PM, 7/2 9:30PM, 7/2 11:30PM, 7/5 9:00PM, 7/6 9:00PM, 7/7 7:30PM, 7/7 9:30PM, 7/8 7:30PM, 7/8 9:30PM, 7/8 11:30PM, 7/9 7:30PM, 7/9 9:30PM, 7/9 11:30PM, 7/12 9:00PM, 7/13 9:00PM, 7/14 7:30PM, 7/14 9:30PM, 7/15 7:30PM, 7/15 9:30PM, 7/15 11:30PM, 7/16 7:30PM, 7/16 9:30PM, 7/16 11:30PM, 7/19 9:00PM, 7/20 9:00PM, 7/21 7:30PM, 7/21 9:30PM, 7/22 7:30PM, 7/22 9:30PM, 7/22 11:30PM, 7/23 7:30PM, 7/23 9:30PM, 7/23 11:30PM, 7/26 9:00PM, 7/27 9:00PM, 7/28 7:30PM, 7/28 9:30PM, 7/29 7:30PM, 7/29 9:30PM, 7/29 11:30PM, 7/30 7:30PM, 7/30 9:30PM, 7/30 11:30PM, 8/2 9:00PM, 8/3 9:00PM, 8/4 7:30PM, 8/4 9:30PM, 8/5 7:30PM, 8/5 9:30PM, 8/5 11:30PM, 8/6 7:30PM, 8/6 9:30PM, 8/6 11:30PM, 8/9 9:00PM, 8/10 9:00PM, 8/11 7:30PM, 8/11 9:30PM, 8/12 7:30PM, 8/12 9:30PM, 8/12 11:30PM, 8/13 7:30PM, 8/13 9:30PM, 8/13 11:30PM, 8/16 9:00PM, 8/17 9:00PM, 8/18 7:30PM, 8/18 9:30PM, 8/19 7:30PM, 8/19 9:30PM, 8/19 11:30PM, 8/20 7:30PM, 8/20 9:30PM, 8/20 11:30PM, 8/23 9:00PM, 8/24 9:00PM, 8/25 7:30PM, 8/25 9:30PM, 8/26 7:30PM, 8/26 9:30PM, 8/26 11:30PM, 8/27 7:30PM, 8/27 9:30PM, 8/27 11:30PM, 8/30 9:00PM, 8/31 9:00PM, 9/1 7:30PM, 9/1 9:30PM, 9/2 7:30PM, 9/2 9:30PM, 9/2 11:30PM, 9/3 7:30PM, 9/3 9:30PM, 9/3 11:30PM, 9/6 9:00PM, 9/7 9:00PM, 9/8 7:30PM, 9/8 9:30PM, 9/9 7:30PM, 9/9 9:30PM, 9/9 11:30PM, 9/10 7:30PM, 9/10 9:30PM, 9/10 11:30PM, 9/13 9:00PM, 9/14 9:00PM, 9/15 7:30PM, 9/15 9:30PM, 9/16 7:30PM, 9/16 9:30PM, 9/16 11:30PM, 9/17 7:30PM, 9/17 9:30PM, 9/17 11:30PM, 9/20 9:00PM, 9/21 9:00PM, 9/22 7:30PM, 9/22 9:30PM, 9/23 7:30PM, 9/23 9:30PM, 9/23 11:30PM, 9/24 7:30PM, 9/24 9:30PM, 9/24 11:30PM, 9/27 9:00PM, 9/28 9:00PM, 9/29 7:30PM, 9/29 9:30PM, 9/30 7:30PM, 9/30 9:30PM, 9/30 11:30PM, 10/1 7:30PM, 10/1 9:30PM, 10/1 11:30PM, 10/4 9:00PM, 10/5 9:00PM, 10/6 7:30PM, 10/6 9:30PM, 10/7 7:30PM, 10/7 9:30PM, 10/7 11:30PM, 10/8 7:30PM, 10/8 9:30PM, 10/8 11:30PM, 10/11 9:00PM, 10/12 9:00PM, 10/13 7:30PM, 10/13 9:30PM, 10/14 7:30PM, 10/14 9:30PM, 10/14 11:30PM, 10/15 7:30PM, 10/15 9:30PM, 10/15 11:30PM, 10/18 9:00PM, 10/19 9:00PM, 10/20 7:30PM, 10/20 9:30PM, 10/21 7:30PM, 10/21 9:30PM, 10/21 11:30PM, 10/22 7:30PM, 10/22 9:30PM, 10/22 11:30PM, 10/25 9:00PM, 10/26 9:00PM, 10/27 7:30PM, 10/27 9:30PM, 10/28 7:30PM, 10/28 9:30PM, 10/28 11:30PM, 10/29 7:30PM, 10/29 9:30PM, 10/29 11:30PM, 11/1 9:00PM, 11/2 9:00PM, 11/3 7:30PM, 11/3 9:30PM, 11/4 7:30PM, 11/4 9:30PM, 11/4 11:30PM, 11/5 7:30PM, 11/5 9:30PM, 11/5 11:30PM, 11/8 9:00PM, 11/9 9:00PM, 11/10 7:30PM, 11/10 9:30PM, 11/11 7:30PM, 11/11 9:30PM, 11/11 11:30PM, 11/12 7:30PM, 11/12 9:30PM, 11/12 11:30PM, 11/15 9:00PM, 11/16 9:00PM, 11/17 7:30PM, 11/17 9:30PM, 11/18 7:30PM, 11/18 9:30PM, 11/18 11:30PM, 11/19 7:30PM, 11/19 9:30PM, 11/19 11:30PM, 11/22 9:00PM, 11/23 9:00PM, 11/24 7:30PM, 11/24 9:30PM, 11/25 7:30PM, 11/25 9:30PM, 11/25 11:30PM, 11/26 7:30PM, 11/26 9:30PM, 11/26 11:30PM, 11/29 9:00PM, 11/30 9:00PM, 12/1 7:30PM, 12/1 9:30PM, 12/2 7:30PM, 12/2 9:30PM, 12/2 11:30PM, 12/3 7:30PM, 12/3 9:30PM, 12/3 11:30PM, 12/6 9:00PM, 12/7 9:00PM, 12/8 7:30PM, 12/8 9:30PM, 12/9 7:30PM, 12/9 9:30PM, 12/9 11:30PM, 12/10 7:30PM, 12/10 11:30PM, 12/10 9:30PM, 12/14 9:00PM, 12/13 9:00PM, 12/15 7:30PM, 12/15 9:30PM, 12/16 7:30PM, 12/16 9:30PM, 12/16 11:30PM, 12/17 7:30PM, 12/17 9:30PM, 12/17 11:30PM, 12/20 9:00PM, 12/21 9:00PM, 12/22 7:30PM, 12/22 9:30PM, 12/23 7:30PM, 12/23 9:30PM, 12/23 11:30PM, 12/24 7:30PM, 12/24 9:30PM, 12/24 11:30PM, 12/27 9:00PM, 12/28 9:00PM, 12/29 7:30PM, 12/29 9:30PM, 12/30 7:30PM, 12/30 9:30PM, 12/30 11:30PM, 12/31 7:30PM, 12/31 9:30PM, 12/31 11:30PM",http://calendar.orlandoweekly.com/Events/e11225/The_Skill_Crane_Kid
"12424 Research Parkway, Suite 360","free, call for hours",Series of painted pixilated images of the Barbie doll by Cheryl Cabrera,The Women's Research Center at UCF,(407) 823-4240,http://womens.research.ucf.edu,The Subject of Devotion,4/8 9:00AM,http://calendar.orlandoweekly.com/Events/e11260/The_Subject_of_Devotion
39 S. Magnolia Ave.,free,Works from a variety of artists depict Central Florida,The Gallery at Avalon Island,(407) 312-0708,http://www.galleryatavalonisland.com,Paint the Town,"4/8 12:00PM, 4/9 12:00PM, 4/14 12:00PM, 4/15 12:00PM",http://calendar.orlandoweekly.com/Events/e11360/Paint_the_Town
309 E. First St.,free,Parker Sketch presents paintings inspired by classic video games,Little Fish Huge Pond,(407) 221-1499,http://www.littlefish-hugepond.com,Joystick,"4/16 1:00PM, 4/20 8:00PM, 4/9 1:00PM, 4/8 5:00PM, 4/15 5:00PM, 4/14 5:00PM, 4/11 8:00PM, 4/13 8:00PM, 4/12 8:00PM, 4/19 8:00PM, 4/18 8:00PM, 4/10 1:00PM, 4/17 1:00PM",http://calendar.orlandoweekly.com/Events/e11402/Joystick
301 E. First St.,FREE,Solo exhibition features paintings by B. Farrell Beckner,Art Affair Gallery,(407) 385-4976,http://www.artaffairgallery.com,Sanctuary of Light,"4/8 11:00AM, 4/9 10:00AM, 4/10 10:00AM",http://calendar.orlandoweekly.com/Events/e11480/Sanctuary_of_Light
29 S. Orange Ave.,free,"Art installation by N8 Van Dyke, Jeff Dekal, Dres13 and Horsebites",Redefine Pop-Up Gallery,(407) 648-7060,http://www.redefinepopupgallery.com,Defining Lines,"4/8 11:00AM, 4/9 11:00AM, 4/12 11:00AM, 4/13 11:00AM, 4/14 11:00AM, 4/15 11:00AM, 4/16 11:00AM",http://calendar.orlandoweekly.com/Events/e11548/Defining_Lines
29 S. Orange Ave.,free,Art exhibit for breast cancer awareness,CityArts Factory,(407) 648-7060,http://www.cityartsfactory.com,Pink Art II,"4/9 11:00AM, 4/8 11:00AM",http://calendar.orlandoweekly.com/Events/e11551/Pink_Art_II
201 E. Central Blvd.,free,Surrealist and interactive paintings by Erik de la Cruz,Blank Space,(407) 841-9001,http://www.blankspaceorlando.com,Rite of Passage,"4/10 4:00PM, 4/8 5:00PM, 4/9 4:00PM, 4/12 5:00PM, 4/13 5:00PM, 4/14 5:00PM, 4/15 5:00PM, 4/16 4:00PM, 4/17 4:00PM",http://calendar.orlandoweekly.com/Events/e11544/Rite_of_Passage
2416 N. Mills Ave.,$8,Mini-exhibition that compliments the 1934: A New Deal for Artists exhibit at the Mennello Museum of American Art,Orlando Museum of Art,(407) 896-4231,http://www.omart.org,Art for the People: American Prints of the Depression Era,"5/12 10:00AM, 5/21 12:00PM, 5/24 10:00AM, 4/8 10:00AM, 4/9 12:00PM, 4/10 12:00PM, 4/13 10:00AM, 4/15 10:00AM, 4/17 12:00PM, 4/19 10:00AM, 4/20 10:00AM, 4/22 10:00AM, 4/24 12:00PM, 4/27 10:00AM, 4/28 10:00AM, 4/29 10:00AM, 5/1 12:00PM, 5/4 10:00AM, 5/6 10:00AM, 5/7 12:00PM, 5/8 12:00PM, 5/11 10:00AM, 5/13 10:00AM, 5/15 12:00PM, 5/17 10:00AM, 5/18 10:00AM, 5/20 10:00AM, 5/22 12:00PM, 5/25 10:00AM, 5/26 10:00AM, 5/27 10:00AM, 5/29 12:00PM, 6/1 10:00AM, 6/3 10:00AM, 6/4 12:00PM, 6/5 12:00PM, 4/12 10:00AM, 4/14 10:00AM, 4/16 12:00PM, 5/10 10:00AM, 4/23 12:00PM, 4/26 10:00AM, 5/5 10:00AM, 5/3 10:00AM, 4/30 12:00PM, 4/21 10:00AM, 5/19 10:00AM, 5/14 12:00PM, 5/28 12:00PM, 6/2 10:00AM, 5/31 10:00AM",http://calendar.orlandoweekly.com/Events/e11624/Art_for_the_People_American_Prints_of_the_Depression_Era
123 Douglas St.,free,Abstract paintings by Audrey Phillips,Arts on Douglas,(386) 428-1133,http://www.artsondouglas.net,Finding the Light,"4/23 11:00AM, 4/13 10:00AM, 4/28 10:00AM, 4/27 10:00AM, 4/20 10:00AM, 4/19 10:00AM, 4/16 11:00AM, 4/26 10:00AM, 4/21 10:00AM, 4/22 10:00AM, 4/30 11:00AM, 4/29 10:00AM, 4/14 10:00AM, 4/12 10:00AM, 4/9 11:00AM, 4/8 10:00AM, 4/15 10:00AM",http://calendar.orlandoweekly.com/Events/e11664/Finding_the_Light
841 N. Park Ave.,free,The art of Mary J. Gray,University Club,(407) 644-6149,http://www.uclubwp.org,"People, Places, Plein Air ... Plus","4/8 9:00AM, 4/11 9:00AM, 4/12 9:00AM, 4/13 9:00AM, 4/14 9:00AM, 4/15 9:00AM, 4/18 9:00AM, 4/19 9:00AM, 4/20 9:00AM, 4/21 9:00AM, 4/22 9:00AM, 4/25 9:00AM, 4/26 9:00AM",http://calendar.orlandoweekly.com/Events/e11691/People_Places_Plein_Air__Plus
817 E. Washington St.,free,"Artworks by Phil Noto, Eric Althin, Patrick Fatica, Denika Robbins and others",Mother Falcon Clothing,(407) 423-3060,http://www.motherfalconclothing.com,The Cold War,"4/29 11:00AM, 4/28 11:00AM, 4/27 11:00AM, 4/23 11:00AM, 4/13 11:00AM, 4/10 12:00PM, 4/22 11:00AM, 4/8 11:00AM, 4/20 11:00AM, 4/15 11:00AM, 4/17 12:00PM, 4/16 11:00AM, 4/24 12:00PM, 4/21 11:00AM, 4/14 11:00AM, 4/9 11:00AM",http://calendar.orlandoweekly.com/Events/e11729/The_Cold_War
1221-C N. Orange Ave.,free,Artworks by Robert and Carla Poindexter,Twelve21 Gallery,(407) 982-4357,http://www.twelve21gallery.com,Our Small Private Stories,"4/8 9:00AM, 4/11 9:00AM, 4/12 9:00AM, 4/13 9:00AM, 4/14 9:00AM, 4/15 9:00AM, 4/18 9:00AM, 4/19 9:00AM, 4/20 9:00AM, 4/21 9:00AM, 4/22 9:00AM, 4/25 9:00AM, 4/26 9:00AM, 4/27 9:00AM, 4/28 9:00AM, 4/29 9:00AM, 5/2 9:00AM, 5/3 9:00AM, 5/4 9:00AM, 5/5 9:00AM, 5/6 9:00AM",http://calendar.orlandoweekly.com/Events/e11866/Our_Small_Private_Stories
1221-C N. Orange Ave.,free,Artworks by Robert and Carla Poindexter; exhibit through May 6,Twelve21 Gallery,(407) 982-4357,http://www.twelve21gallery.com,Our Small Private Stories Opening Reception,4/8 7:00PM,http://calendar.orlandoweekly.com/Events/e11865/Our_Small_Private_Stories_Opening_Reception
4000 Central Florida Blvd.,free,10th annual UCF BFA student art show,UCF Visual Arts Building,(407) 823-2000,,Overload Studio Art Show,"4/8 10:00AM, 4/11 10:00AM, 4/12 10:00AM, 4/13 10:00AM, 4/14 10:00AM, 4/15 10:00AM, 4/18 10:00AM, 4/19 10:00AM, 4/20 10:00AM, 4/21 10:00AM, 4/22 10:00AM, 4/25 10:00AM, 4/26 10:00AM, 4/27 10:00AM, 4/28 10:00AM, 4/29 10:00AM",http://calendar.orlandoweekly.com/Events/e11932/Overload_Studio_Art_Show
500 W. Livingston St.,free,10th annual UCF BFA student art show,UCF Center for Emerging Media,(407) 823-2121,,Overload Digital Art Show,"4/15 10:00AM, 4/29 10:00AM, 4/28 10:00AM, 4/8 10:00AM, 4/25 10:00AM, 4/13 10:00AM, 4/12 10:00AM, 4/27 10:00AM, 4/11 10:00AM, 4/19 10:00AM, 4/22 10:00AM, 4/18 10:00AM, 4/14 10:00AM, 4/21 10:00AM, 4/20 10:00AM, 4/26 10:00AM",http://calendar.orlandoweekly.com/Events/e11934/Overload_Digital_Art_Show
"5601 S. Semoran Blvd., Suite 500",free,More than 40 artworks from Maria do Socorro Freire and Ulysses Mora,Ana G. Mendez University System Art Gallery,(407) 207-3363,,Embracing Two Cultures Through Art: Brazil and Mexico,"4/8 9:00AM, 6/7 9:00AM, 4/9 8:00AM, 4/26 9:00AM, 4/16 8:00AM, 4/23 8:00AM, 4/21 9:00AM, 6/9 9:00AM, 4/13 9:00AM, 4/15 9:00AM, 4/18 9:00AM, 4/19 9:00AM, 4/20 9:00AM, 4/22 9:00AM, 4/25 9:00AM, 4/27 9:00AM, 4/29 9:00AM, 5/2 9:00AM, 5/4 9:00AM, 5/6 9:00AM, 5/7 8:00AM, 5/9 9:00AM, 5/11 9:00AM, 5/12 9:00AM, 5/13 9:00AM, 5/16 9:00AM, 5/17 9:00AM, 5/18 9:00AM, 5/20 9:00AM, 5/23 9:00AM, 5/25 9:00AM, 5/26 9:00AM, 5/27 9:00AM, 5/30 9:00AM, 5/31 9:00AM, 6/1 9:00AM, 6/3 9:00AM, 6/4 8:00AM, 6/6 9:00AM, 6/8 9:00AM, 6/10 9:00AM, 6/13 9:00AM, 6/14 9:00AM, 6/15 9:00AM, 6/17 9:00AM, 6/18 8:00AM, 6/20 9:00AM, 6/22 9:00AM, 6/23 9:00AM, 6/24 9:00AM, 6/27 9:00AM, 6/29 9:00AM, 4/11 9:00AM, 5/28 8:00AM, 5/24 9:00AM, 4/14 9:00AM, 4/12 9:00AM, 4/28 9:00AM, 6/16 9:00AM, 6/11 8:00AM, 6/2 9:00AM, 6/30 9:00AM, 6/28 9:00AM, 6/25 8:00AM, 6/21 9:00AM, 5/21 8:00AM, 5/14 8:00AM, 5/19 9:00AM, 5/10 9:00AM, 5/3 9:00AM, 5/5 9:00AM, 4/30 8:00AM",http://calendar.orlandoweekly.com/Events/e12193/Embracing_Two_Cultures_Through_Art_Brazil_and_Mexico
3403 Technological Ave. Suite 2,free,Works by Jasmine Becket-Griffith and friends,The Cloudspace Gallery,(877) 823-8808,http://www.strangeling.com,Alchemy Unleashed Opening Reception,4/9 7:00PM,http://calendar.orlandoweekly.com/Events/e11706/Alchemy_Unleashed_Opening_Reception
841 N. Park Ave.,free,"The art of Mary J. Gray, exhibit through Apr. 26",University Club,(407) 644-6149,http://www.uclubwp.org,"People, Places, Plein Air ... Plus Opening Reception",4/10 2:00PM,http://calendar.orlandoweekly.com/Events/e11690/People_Places_Plein_Air__Plus_Opening_Reception
100 Weldon Blvd.,free,"42nd annual group art show includes works in photography, painting, sculpture and more",Seminole State College Fine Arts Gallery,(407) 708-2040,http://www.seminolestate.edu/arts,Juried Student Art Exhibit,"4/11 9:00AM, 4/14 9:00AM, 4/19 9:00AM, 4/21 9:00AM, 4/25 9:00AM, 4/26 9:00AM, 4/28 9:00AM, 5/2 9:00AM, 5/3 9:00AM, 5/5 9:00AM, 5/9 9:00AM, 5/10 9:00AM, 5/12 9:00AM, 5/17 9:00AM, 5/19 9:00AM, 4/20 9:00AM, 5/4 9:00AM, 4/27 9:00AM, 4/18 9:00AM, 4/12 9:00AM, 4/13 9:00AM, 5/11 9:00AM, 5/18 9:00AM, 5/16 9:00AM",http://calendar.orlandoweekly.com/Events/e11723/Juried_Student_Art_Exhibit
25 W. Crystal Lake St.,free,Ernie Turner hosts a gathering for local creatives,OLV Cafe,(407) 722-5060,http://olvcafe.com,Art Night,"6/22 6:30PM, 6/29 6:30PM, 5/18 6:30PM, 4/27 6:30PM, 5/11 6:30PM, 6/8 6:30PM, 5/25 6:30PM, 4/13 6:30PM, 5/4 6:30PM, 6/1 6:30PM, 4/20 6:30PM, 6/15 6:30PM",http://calendar.orlandoweekly.com/Events/e12230/Art_Night
642 W. New England Ave.,free,Street festival with original art displays and live entertainment,Hannibal Square Heritage Center,(407) 539-2680,http://www.hannibalsquare.com,Second Thursday at Hannibal Square,"4/14 6:00PM, 5/12 6:00PM, 6/9 6:00PM, 7/14 6:00PM",http://calendar.orlandoweekly.com/Events/e12194/Second_Thursday_at_Hannibal_Square
724 Virginia Drive,free,3-D character illustrations by Dolla,Sip,(407) 394-4747,,Creep Show 2,4/14 7:00PM,http://calendar.orlandoweekly.com/Events/e12217/Creep_Show_2
642 W. New England Ave.,free,Featuring 55 framed prints by Kitty Kitson Petterson,Hannibal Square Heritage Center,(407) 539-2680,http://www.hannibalsquareheritagecenter.org,The Art of Uncle Monday and Other Florida Tales,"7/16 10:00AM, 7/28 12:00PM, 8/26 12:00PM, 7/12 12:00PM, 7/6 12:00PM, 6/24 12:00PM, 6/14 12:00PM, 6/18 10:00AM, 5/5 12:00PM, 6/8 12:00PM, 6/2 12:00PM, 5/27 12:00PM, 5/21 10:00AM, 5/17 12:00PM, 5/11 12:00PM, 4/29 12:00PM, 4/19 12:00PM, 8/3 12:00PM, 8/10 12:00PM, 8/20 10:00AM, 8/9 12:00PM, 4/15 12:00PM, 4/16 10:00AM, 4/20 12:00PM, 4/21 12:00PM, 4/22 12:00PM, 4/23 10:00AM, 4/26 12:00PM, 4/27 12:00PM, 4/28 12:00PM, 4/30 10:00AM, 5/3 12:00PM, 5/4 12:00PM, 5/6 12:00PM, 5/7 10:00AM, 5/10 12:00PM, 5/12 12:00PM, 5/13 12:00PM, 5/14 10:00AM, 5/18 12:00PM, 5/19 12:00PM, 5/20 12:00PM, 5/24 12:00PM, 5/25 12:00PM, 5/26 12:00PM, 5/28 10:00AM, 5/31 12:00PM, 6/1 12:00PM, 6/3 12:00PM, 6/4 10:00AM, 6/7 12:00PM, 6/9 12:00PM, 6/10 12:00PM, 6/11 10:00AM, 6/15 12:00PM, 6/16 12:00PM, 6/17 12:00PM, 6/21 12:00PM, 6/22 12:00PM, 6/23 12:00PM, 6/25 10:00AM, 6/28 12:00PM, 6/29 12:00PM, 6/30 12:00PM, 7/1 12:00PM, 7/2 10:00AM, 7/5 12:00PM, 7/7 12:00PM, 7/8 12:00PM, 7/9 10:00AM, 7/13 12:00PM, 7/14 12:00PM, 7/15 12:00PM, 7/19 12:00PM, 7/20 12:00PM, 7/21 12:00PM, 7/22 12:00PM, 7/23 10:00AM, 7/26 12:00PM, 7/27 12:00PM, 7/29 12:00PM, 7/30 10:00AM, 8/2 12:00PM, 8/4 12:00PM, 8/5 12:00PM, 8/6 10:00AM, 8/11 12:00PM, 8/12 12:00PM, 8/13 10:00AM, 8/16 12:00PM, 8/17 12:00PM, 8/18 12:00PM, 8/19 12:00PM, 8/23 12:00PM, 8/24 12:00PM, 8/25 12:00PM, 8/27 10:00AM",http://calendar.orlandoweekly.com/Events/e7098/The_Art_of_Uncle_Monday_and_Other_Florida_Tales
Valencia Community College East Campus,free,Featuring works by Valencia&#39;s fine arts and graphics students,Anita S. Wooten Gallery,(407) 582-2289,http://www.valenciacc.edu,Annual Juried Student Exhibition,"4/22 8:30AM, 5/5 8:30AM, 4/27 8:30AM, 5/20 8:30AM, 4/21 8:30AM, 4/20 8:30AM, 5/2 8:30AM, 4/19 8:30AM, 4/18 8:30AM, 4/15 8:30AM, 5/19 8:30AM, 4/29 8:30AM, 4/28 8:30AM, 4/25 8:30AM, 4/26 8:30AM, 5/3 8:30AM, 5/16 8:30AM, 5/18 8:30AM, 5/17 8:30AM, 5/9 8:30AM, 5/4 8:30AM, 5/6 8:30AM, 5/13 8:30AM, 5/12 8:30AM, 5/10 8:30AM, 5/11 8:30AM",http://calendar.orlandoweekly.com/Events/e11952/Annual_Juried_Student_Exhibition
Valencia Community College East Campus,free,Featuring works by Valencia&#39;s fine arts and graphics students; exhibit through May 20,Anita S. Wooten Gallery,(407) 582-2289,http://www.valenciacc.edu,Annual Juried Student Exhibition Opening Reception,4/15 6:30PM,http://calendar.orlandoweekly.com/Events/e11951/Annual_Juried_Student_Exhibition_Opening_Reception
2869 Wilshire Drive,$5,"Featuring Orlando artists Eric Johnsen, Maus Corderman, Vincent Julian Angerosa and others",Achilles Art Cafe,(407) 406-0375,http://bssart.com/muppet,The Muppet Art Show,4/16 8:00PM,http://calendar.orlandoweekly.com/Events/e11856/The_Muppet_Art_Show
946 N. Mills Ave.,Free,"Annual event features works by Frank LoPinto, Dave Dodson, Jackie Blue, Barbara Hughes, Anje Dardin and durkART; exhibit through Apr. 29",Gallery Q,(407) 338-8272,,Bold Art 6 Opening Reception,4/16 7:00PM,http://calendar.orlandoweekly.com/Events/e11860/Bold_Art_6_Opening_Reception
946 N. Mills Ave.,free,"Annual event features works by Frank LoPinto, Dave Dodson, Jackie Blue, Barbara Hughes, Anje Dardin and durkART; exhibit through Apr. 29",Gallery Q,(407) 228-8272,http://www.flquack.org,Bold Art 6,"4/20 9:00AM, 4/27 9:00AM, 4/22 9:00AM, 4/16 12:00PM, 4/25 9:00AM, 4/21 9:00AM, 4/18 9:00AM, 4/19 9:00AM, 4/26 9:00AM, 4/28 9:00AM, 4/29 9:00AM, 4/23 12:00PM",http://calendar.orlandoweekly.com/Events/e11878/Bold_Art_6
641 S. Maitland Ave.,free,Maitland Chamber of Commerce Spring Arts Festival,Lake Lily Park,(407) 539-6268,http://www.itsmymaitland.com,Maitland Chamber of Commerce Spring Arts Festival,"4/17 9:00AM, 4/16 9:00AM",http://calendar.orlandoweekly.com/Events/e11944/Maitland_Chamber_of_Commerce_Spring_Arts_Festival
642 W. New England Ave.,free,"Folk art, live music, storytelling, soul food and the opening of a new exhibit by Kitty Kitson Petterson",Hannibal Square Heritage Center,(407) 539-2680,http://www.hannibalsquareheritagecenter.org,Hannibal Square Folk Art and Craft Festival,4/16 10:00AM,http://calendar.orlandoweekly.com/Events/e6254/Hannibal_Square_Folk_Art_and_Craft_Festival
1000 Holt Ave.,$5,Art show honoring print artist Toshusai Sharaku; through June 12,"Cornell Fine Arts Museum, Rollins College",(407) 646-2526,http://www.cfam.rollins.edu,Sharaku Interpreted by Japan\u0027s Contemporary Artists,"5/27 10:00AM, 5/6 10:00AM, 4/30 12:00PM, 4/29 10:00AM, 5/7 12:00PM, 4/27 10:00AM, 4/26 10:00AM, 4/23 12:00PM, 4/21 10:00AM, 5/5 10:00AM, 5/29 12:00PM, 4/28 10:00AM, 5/10 10:00AM, 4/22 10:00AM, 5/25 10:00AM, 5/13 10:00AM, 5/12 10:00AM, 5/31 10:00AM, 5/15 12:00PM, 6/1 10:00AM, 5/4 10:00AM, 6/5 12:00PM, 5/8 12:00PM, 5/14 12:00PM, 6/12 12:00PM, 6/3 10:00AM, 6/8 10:00AM, 6/7 10:00AM, 6/10 10:00AM, 6/9 10:00AM, 5/11 10:00AM, 5/1 12:00PM, 5/28 12:00PM, 5/21 12:00PM, 5/3 10:00AM, 5/24 10:00AM, 6/2 10:00AM, 4/16 12:00PM, 5/17 10:00AM, 5/18 10:00AM, 4/19 10:00AM, 4/17 12:00PM, 5/22 12:00PM, 4/20 10:00AM, 6/4 12:00PM, 5/26 10:00AM, 5/20 10:00AM, 5/19 10:00AM, 6/11 12:00PM, 4/24 12:00PM",http://calendar.orlandoweekly.com/Events/e12037/Sharaku_Interpreted_by_Japans_Contemporary_Artists
2869 Wilshire Drive,$5,"Group show with artworks by Tracy Brown, Jacob Livingston, Brian Demeter and others",Achilles Art Cafe,(407) 704-7860,http://themuppetartshow.weebly.com,The Muppet Art Show,4/16 8:00PM,http://calendar.orlandoweekly.com/Events/e12036/The_Muppet_Art_Show
