address,venueName,description,phone,title,moreInfoLink
1206 Elizabeth Ave,"Halton Theater, CPCC","A family ballet offering comedy, mayhem and a happily-ever-after romance. Held in Halton Theater.",704-330-6534,Coppelia,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A230179&amp;max=10
1601 Montford Dr,Jeff's Bucket Shop,,704-525-0425,George Terry,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A196437&amp;max=10
124 McLaurin Hall,Winthrop University,"Featuring a variety of dances, such as modern, jazz, hip-hop, ballet and more, choreographed by dance majors. Held in Johnson Theatre.",803-323-2493,Student Choreography Showcase,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A229684&amp;max=10
124 McLaurin Hall,Winthrop University,"Featuring a variety of dances, such as modern, jazz, hip-hop, ballet and more, choreographed by dance majors. Held in Johnson Theatre.",803-323-2493,Student Choreography Showcase,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A229684&amp;max=10
1228 Gordon St.,Snug Harbor,,,"Jukebox the Ghost, The Meligrove Band, Dynamite Walls",http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231827&amp;max=10
124 McLaurin Hall,Winthrop University,"Featuring a variety of dances, such as modern, jazz, hip-hop, ballet and more, choreographed by dance majors. Held in Johnson Theatre.",803-323-2493,Student Choreography Showcase,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A229684&amp;max=10
1800 E. 7th St.,Cajun Queen,,704-377-9017,Live Jazz,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A198686&amp;max=10
124 McLaurin Hall,Winthrop University,"Featuring a variety of dances, such as modern, jazz, hip-hop, ballet and more, choreographed by dance majors. Held in Johnson Theatre.",803-323-2493,Student Choreography Showcase,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A229684&amp;max=10
400 W. Tremont Ave.,Tremont Music Hall,,704-343-9494,"Misfits, Juicehead, Biggy Stardust & His Wretched Hive, Pen15",http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231764&amp;max=10
P.O. Box 105,"Don Gibson Theatre, Shelby",,,New Harmonies: Celebrating American Roots Music,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A229971&amp;max=10
510 Briar Creek Rd.,Smokey Joe's Cafe,,704-338-9380,Open Jam,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A202158&amp;max=10
12744 Lancaster Hwy,"Sammy's, Pineville",,,Open Mic,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A159165&amp;max=10
1910 S. Blvd.%2C Suite 130,Hidell Brooks Gallery,"Featuring abstract art by Barbara Fisher, Chris Hayman, Jennifer Scott McLaughlin, Chris Metze, Rana Rochat, Charles Edward Walker and Rusty Wolfe.",704-334-7302,Abstract Thinking,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231635&amp;max=10
NoDa,Wine Up,,704-372-2633,Open Mic Poetry w/ guest DJ,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A155239&amp;max=10
19818 N. Cove Road,Christa Faut Gallery,"Featuring handmade jewelry by a variety of artists, including Angela Bubash, Emanuela Duca, Christy Klug, Jeong Ju Lee, Keiko Mita, and Klaus Spies.",704-892-5312,Annual Holiday Jewelry Show,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231623&amp;max=10
1958 East Seventh Street,The Philosopher's Stone Tavern,,,Quincy on the Patio,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A108514&amp;max=10
2224 Park Rd.,Comet Grill,,704-371-4300,Red Rockin Chair,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231380&amp;max=10
9201 University City Blvd.,UNC-Charlotte Art Galleries,Held in Rowe Arts Gallery.,704-687-0189,BFA Group 2 (Graphic Design),http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231876&amp;max=10
2224 Park Rd.,Comet Grill,,704-371-4300,Red Rockin' Chair,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A85235&amp;max=10
1206 Elizabeth Ave,"Dale F. Halton Theater, CPCC",,704-330-6534,2010 Charlotte Music Awards,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231830&amp;max=10
1411 S. Tryon St.,The Gin Mill,,704-373-0782,Acoustic Whiskey Wednesdays,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231391&amp;max=10
227 W. Trade St.,The Gallery at Carillon,"Exhibit of paintings by New York artist Carl Plansky. Features the energetic floral bouquets, which have become the artist&#146;s trademark, along with landscapes and figure paintings from the artist&#146;s collection.",704-334-8840,"Carl Plansky, Abstract Expressionist",http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A230129&amp;max=10
127 E. Trade St,TILT,,704-347-4870,After Work Wednesdays w/ DJ LP,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A84913&amp;max=10
,Davidson College,"Featuring works by Darren Goins. Opening reception on Oct. 14, 7 p.m. Held in Edward M. Smith Gallery, Katherine and Tom Belk Visual Arts Center.",,Carnivorous Pudding,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A230842&amp;max=10
551 South Tryon St.,Harvey B. Gantt Center for African-American Arts + Culture,The exhibit will feature cultural masterpieces that depict world renowned and emerging artists.,704-547-3700,Charlotte Collects African American Art,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231869&amp;max=10
1800 E. 7th St.,Cajun Queen,,704-377-9017,Live Jazz,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A198686&amp;max=10
218 E Independence Blvd,Double Door Inn,,704-376-1446,Nadirah Shakoor & Outside Art,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231834&amp;max=10
P.O. Box 105,"Don Gibson Theatre, Shelby",,,New Harmonies: Celebrating American Roots Music,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A229971&amp;max=10
1658 Sterling Road,Charlotte Nature Museum,"Features live exhibits of mammals, birds, reptiles and amphibians native to North Carolina. Get close to wildlife by walking among butterflies in a Butterfly Pavilion, observing live animals in both Creative Cavern and Insect Alley and hang out in ""Our Big Backyard"" or explore the Paw Paw Nature Trail.",704-372-6261,Charlotte Nature Museum,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A113856&amp;max=10
2740 W. Sugar Creek Road.,Puckett's Farm Equipment,,704-597-8230,No1Uno,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231786&amp;max=10
3500 Shamrock Drive,Charlotte Museum of History,"Exhibit explores the history, architecture and culture of selected Charlotte neighborhoods.",704-568-1774,Charlotte Neighborhoods,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A109879&amp;max=10
3227 N. Davidson St.,The Evening Muse,,704-376-3737,"Not a Sparrow, Russell Howard",http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231848&amp;max=10
3500 Shamrock Drive,Charlotte Museum of History,"Highlights a variety of treasures from the Charlotte Museum of History collection, as well as borrowed items.",704-568-1774,"Charlotte Stories: Our Collections, Your Treasures",http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A196471&amp;max=10
,Thurston's Bar,,,Open Mic,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231239&amp;max=10
1507 Camden Road,Charlotte Trolley Powerhouse Museum,Museum offers a glimpse into the significant role that trolleys played in the social and economic development of Charlotte.,704-375-0850,Charlotte Trolley Powerhouse Museum exhibit,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A212097&amp;max=10
2007 Central Ave,Tommy's Pub,,,Open Mic w/ Mike Dalton,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A230144&amp;max=10
900 Seaboard St.,Black Bear Saloon,,,Open Mic w/ The Den Masters,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231539&amp;max=10
3500 Shamrock Drive,Charlotte Museum of History,This exhibit traces a Charlotte city flag's journey to the North and South Poles.,704-568-1774,Charlotte's Pole to Pole Flag,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A113854&amp;max=10
12744 Lancaster Hwy,"Sammy's, Pineville",,,Open Mic w/Bill Miller,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A200940&amp;max=10
2730 Randolph Rd.,Mint Museum Randolph,"In 1644, the Manchu-Qing nomads took control over China and imposed dress codes for their ruling imperial family to distinguish these individuals from the general citizenry. A hierarchy of color and decoration distinguished the rank of the wearers.",704-337-2009,Chinese Court Robes: The Mint Museum Collection,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A199959&amp;max=10
5th %26 College,Blue Restaurant,,,Steve Engler Band,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A195261&amp;max=10
500 South Tryon St.,The Mint Museum Uptown,"The exhibition is comprised of functional and sculptural objects, from the 1980s through the present. It includes works by Lucie Rie, Julian Stair, Kate Malone and Grayson Perry.",,Contemporary British Studio Ceramics: The Grainer Collection,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A229192&amp;max=10
8708 J. W. Clay Blvd,Lava Bistro,,704-549-0050,Tony Fisher,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A223910&amp;max=10
1411 S. Tryon St.,The Gin Mill,,704-373-0782,Wizards Roadshow,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A57146&amp;max=10
301 N. Tryon St.,Discovery Place,"Exhibit explores science and physics through hands-on interaction and experimentation. The exhibit allows visitors to launch objects into the air, lie on a bed of nails, crush a garbage can, use a laser to listen to secret messages and more.",704-372-6261,Cool Stuff,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A198092&amp;max=10
200 E. 7th St.,Levine Museum of the New South,The interactive exhibit features Charlotte and its 13 surrounding counties as a case study to illustrate the profound changes in the South since the Civil War.,704-333-1887,Cotton Fields to Sky Scrapers,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A27508&amp;max=10
4707 South Blvd.,Villa Antonio,,704-523-1594,Bayou Butch Lucas,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A84937&amp;max=10
,Encore Bistro,,,Beats and Keys,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A196241&amp;max=10
9201 University City Blvd.,UNC-Charlotte Art Galleries,"Featuring new works by British artist Jennifer E. Price. Opening reception on Wednesday, Dec. 8, from 5 p.m.-7 p.m. Held in the Student Union Gallery.",704-687-0189,Courting Charlotte,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231874&amp;max=10
321 South Church Street,French Quarter,,704-377-7415,Chris Sanchez,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231837&amp;max=10
,"Wild Wing Cafe, South Charlotte",,,DJ Dance Party,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231809&amp;max=10
1933 S. Blvd.,Tyber Creek Pub,,704-343-2727,DJ Wojo,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A81992&amp;max=10
515 Fenton Pl.,ArtMakers Gallery and Studios,"Watercolors, oils and acrylics by Nancy Couick and Kelley Sanford.",704-916-0140,Current Works,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A23575&amp;max=10
225 N. Caldwell St.,Breakfast Club,,704-374-1982,Hip Hop w/ DJ Magic,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A153015&amp;max=10
Speedway Blvd.,"Iron Thunder, Concord",,,Joe Blythe,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A56902&amp;max=10
1201 Elizabeth Ave.,CPCC Art Galleries,"Featuring new works by artist Alyssa Wood. Her work plays on themes of home, ritual and nostalgia. Held in Ross Gallery II.",704-330-6211,A Day in the Life,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231873&amp;max=10
721 N. Tryon St,McColl Center for Visual Arts,"Daniel Allegrucci, best known for woodcuts of explosions, adds installations to his repertoire.",704-332-5535,Deliberate Acts,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231867&amp;max=10
5th %26 College,Blue Restaurant,,,John Alexander,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A196244&amp;max=10
218 E Independence Blvd,Double Door Inn,,704-376-1446,Leslie,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231831&amp;max=10
1800 E. 7th St.,Cajun Queen,,704-377-9017,Live Jazz,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A198686&amp;max=10
P.O. Box 105,"Don Gibson Theatre, Shelby",,,New Harmonies: Celebrating American Roots Music,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A229971&amp;max=10
625 S. Sharon Amity Road,Jerald Melberg Gallery,"The exhibition features early paintings and pastels (dating between 1950-1970) by American landscape painter, Wolf Kahn.",704-365-3000,The Early Years,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231602&amp;max=10
400 N Polk St.,"Players, Pineville",,,Open Mic,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A159093&amp;max=10
5237 Albemarle Road,Boppers Bar & Boogie,,704-537-3323,Open Mic Night,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A229694&amp;max=10
2901 North Davidson St,Prevue,,,Open Mic Night,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A106570&amp;max=10
2740 W. Sugar Creek Road.,Puckett's Farm Equipment,,704-597-8230,Open Mic With Shaun,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231783&amp;max=10
1201 Elizabeth Ave.,CPCC Art Galleries,Featuring works on paper and works of clay by artist Pauline Dove Lamal. Held in Ross Gallery.,704-330-6211,Fables and Foibles,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231872&amp;max=10
1820 South Blvd.,Sunset Club,The open mic highlights national recording artists and provides newly signed and unsigned artists a platform to showcase their talent.,,R&B Live,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A154711&amp;max=10
301 N. Tryon St.,Discovery Place,Exhibit features a variety of live frogs from around the world and explains the survival techniques they use against predators in the wild.,704-372-6261,Fantastic Frogs,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A212099&amp;max=10
19607 Statesville Road,Kylie's Sports Bar and Grill,,704-895-6944,Rayen Belchere,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A230248&amp;max=10
2730 Randolph Rd.,Mint Museum Randolph,"The 18th century witnessed the &#147;Golden Age of English Art&#148; in which artists explored the variety and abundance of the times. Portraiture ranked high, but no aspect of English life was exempt from the artist&#146;s eye, which recorded the triumphs and changes in society.",704-337-2009,The Golden Age of English Art,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A199964&amp;max=10
