time,photo,description,venue,address,startDate,endDate,email,website,event,phone,moreInfo,cost
12:00am - 11:55pm,http://www.hawaiieventsonline.com/viewpic.php?id=18356,"What are the five senses and how do we use them? This show takes into consideration young children&rsquo;s developmental level and puts them at the center of the production. Part performance, part participation, this new take on a popular Honolulu Theatre for Youth (HTY) production offers plenty to see! And smell! And hear! And touch! And even to taste! This free 30-minute program is suggested for ages 3 to 5. Children must be accompanied by a parent or caregiver. <br /> <br /> Free performances are being held now through February 23rd at various Oahu public libraries. For more information, contact a hosting library.",AT VARIOUS OAHU PUBLIC LIBRARIES,"SEE SCHEDULE BELOW, HI",02/05/2011,02/23/2011,,http://www.librarieshawaii.org/programs/index.htm,HTY's THE NEW SENSE-SATIONAL SHOW,,http://www.hawaiieventsonline.com/view.php?eventID=18356,Free
7:30pm - 10:00pm,http://www.hawaiieventsonline.com/viewpic.php?id=18410,"Diamond Head Crater Festival promoter Ron Gibson returns with a concert bill, this time away from the iconic site, as he presents the <b>Doobie Brothers </b>and <b>War</b> in concert at the Blaisdell Arena.<br /> <br /> These two legendary bands are no strangers to Hawaii. War and founding member Lonnie Jordan were here just recently, and will be the opening band. One of the most popular groups of the 1970s, War was also one of the most eclectic bands of the time, freely melding soul, Latin, jazz and rock influences into an effortlessly funky whole.<br /> <br /> Aside from a few years of inactivity in the mid-&rsquo;80s, the Doobie Brothers have continued to perform, create and record for over 21 consecutive years. Original members Tom Johnston and Pat Simmons, joined by longtime guitarist John McFee, will lead the band through such evergreen hits as &ldquo;China Grove, &ldquo;Long Train Runnin&rsquo;,&rdquo; &ldquo;Listen to the Music,&rdquo; &ldquo;Black Water&rdquo; and &ldquo;What a Fool Believes.&rdquo;",Blaisdell Arena,"777 Ward Avenue, HI",04/02/2011,04/02/2011,,http://ticketmaster.com,The Doobie Bros &amp; WAR in Concert!,,http://www.hawaiieventsonline.com/view.php?eventID=18410,"$55, ..."
8:00pm - 12:00am,http://www.hawaiieventsonline.com/viewpic.php?id=17454,"$2.50 DRAFT BEER - 16OZ -DOMESTIC AND IMPORTS<br /> Thats right, every draft beer, Heineken or Heineken Light,Bud Light, Bass, Coor Light, Guiness, are only $2.50 for a 16oz.<br /> <br /> *EVERY SUNDAY FROM 2:00PM - MIDNIGHT<br />             &amp;<br /> *EVERY WEDNESDAY FROM 8:00PM - MIDNIGHT",CHEZ'S SPORTS BAR &amp; GRILL -  NEXT TO TONY ROMA'S,"98-150 KANONOHI ST.,  AIEA, HAWAII",02/09/2011,12/26/2012,aleoke@hawaii.rr.com,,$2.50 DRAFT BEER @ CHEZ,(808) 221-7140,http://www.hawaiieventsonline.com/view.php?eventID=17454,Free
4:00pm - 8:00pm,http://www.hawaiieventsonline.com/viewpic.php?id=17592,"Yes, you just pay 50% off the full price on your food that you order from our main menu, every Monday-Friday from 4pm-8pm.  Not a bad way to unwind after a hard days work with a refreshing cold drink or beer.",CHEZ'S SPORTS BAR &amp; GRILL -  NEXT TO TONY ROMA'S,"98-150 Kaonohi St.,  Aiea, Hawaii, HI",02/07/2011,12/07/2011,aleoke@hawaii.rr.com,,50% OFF - FOOD @ CHEZ'S,(808) 221-7140,http://www.hawaiieventsonline.com/view.php?eventID=17592,Free
6:00pm - 8:30pm,http://www.hawaiieventsonline.com/viewpic.php?id=18357,"University of Hawai'i at Manoa presents A Concert with Cellist Mineo Hayashi. Since 1976, Hayashi has been based primarily in Switzerland from where he travels all over the world to give cello concerts.  This performance is Hayashi's third at the University of Hawai'i at Manoa. <br /> <br /> He will be joined by pianist Yukie Okuyama.Yukie Okuyama graduated from the Seitoku Gakuen College and Musashino Academia Musicae.  She studied under Junko Aoyama, Noriko Hirayama, Yasuko Hisatomi, Rudolf Kehner and Alexander Jenner.  She currently teaches piano and plays for a chamber music ensemble in Hokkaido.",Orvis Auditorium,"2411 Dole Street,  Honolulu, HI 96822",05/29/2011,05/29/2011,csinfo@hawaii.edu,http://www.outreach.hawaii.edu/community,A Concert with Cellist Mineo Hayashi,(808) 956-8246,http://www.hawaiieventsonline.com/view.php?eventID=18357,Ticket...
6:00pm - 8:30pm,http://www.hawaiieventsonline.com/viewpic.php?id=13968,"Ali Garcia Performs Music from Mexico, Central America, South America, and more. <br /> <br /> Mexico Restaurant was listed in the Honolulu Advertiser's 2007-2008 Best Restaurants Guide.<br /> <br /> http://the.honoluluadvertiser.com/specials/bestrestaurants07/restaurant?id=186",Mexico Restaurant,"1247 N. School Street,  Honolulu, HI 96817",02/10/2011,12/19/2013,aligarciamusic@aol.com,http://www.myspace.com/aligarciamusic,Acoustic Latin Music,(415) 418-4203,http://www.hawaiieventsonline.com/view.php?eventID=13968,Free
10:00pm - 1:00am,http://www.hawaiieventsonline.com/viewpic.php?id=14055,"808-382-9495<br /> myspace.com/hawaii_usa<br /> <br /> Fan reviews:<br /> Joseph Martel, Editor <br /> Dancing in the Dark Magazine<br /> Arsenio The Band who was in full swing with four lady dancers dressed in yellow costumes gyrating to the tempo of the music. What a treat!<br /> <br /> <br /> More fabulous music with two female singers belting out familiar tunes that wowed the crowd.<br /> Even more fabulous music that hits the soul when Arsenio and band members sang.<br /> <br /> <br /> Then it was Hot Salsa time with a couple dancing some cool and flashy exhibition moves that excited the audience. Almost like watching Dancing With The Stars except it was fast and furious and a lot of continuous spinning for the lady dancer. Good showmanship and terrific dancing!<br /> <br /> <br /> Arsenio The Band closed the half hour show with one of his great renditions that brought thundering applauses from an appreciative audience. <br /> ______________________ <br /> *Live musical Bands, Still Photographer, Mobile DJ/ Karaoke DJ,                Pro Sounds Engineering, Emcee, Rentals, Hula, Salsa Dancers<br /> <br /> Experience Honolulu&rsquo;s most popular cover band, soloist &amp; cover musical bands. With musical experience spanning more than a decade, The band, continues to capture the hearts of many talent professional musicians and singers. With many years of experience performing live on stage, entertaining thousands of patrons at concerts, nightclubs, festivals, weddings, parties and etc&hellip;<br /> No other can surpass the charm and magnetism.  They have captured a wide audience through their high-energy stage performance, and a repertoire covering a wide variety of musical styles from JAZZ, R&amp;B and Contemporary &amp; more. They&rsquo;re secret? Undeniable love for music and the desire of delivering an exceptional performance to their audience.","Beeman's NightClub,","Pearl Harbor, HI",02/05/2011,07/23/2011,m.hawaii@att.net,http://www.myspace.com/hawaii_usa,Arsenio the band,(808) 382-9495,http://www.hawaiieventsonline.com/view.php?eventID=14055,Free
6:30pm - 7:30pm,http://www.hawaiieventsonline.com/viewpic.php?id=13942,,Aloha Activity Center,"725 Kapiolani Blvd. C101, HI",02/12/2011,12/28/2013,hawaiieventsonline@wannahula.com,http://www.WannaHula.com,FUN Hula &amp; Tahitian Lessons,(808) 677-7341,http://www.hawaiieventsonline.com/view.php?eventID=13942,See ht...
9:30am - 11:30am,http://www.hawaiieventsonline.com/viewpic.php?id=14398,"Meet wild dolphins on a Hawaiian eco-tour for all ages&reg;! A world away from Waikiki, West O&rsquo;ahu provides the once-in-a-lifetime experience of seeing playful Spinner dolphins and other marine life with the stunning backdrop of the Wai'anae mountain range. Panoramic decks and best dolphin activities, with Certified Naturalists, narration, video presentation, keiki program and Dolphin Guarantee year-round! Plus, bonus opportunity to see whales in season, December - April, and Create-Your-Own Gourmet Burger for lunch! Snorkel and without lunch options also available.<br /> <br /> For reservations or more information, please call (808) 983-STAR (7827), toll-free (800) 334-6191, or visit www.starofhonolulu.com.",Hoku Nai'a,"Departs from Waianae Boat Harbor, HI",02/06/2011,12/31/2011,info@starofhonolulu.com,http://www.starofhonolulu.com,HOKU NAI'A DOLPHIN WATCH &amp; LUNCH CRUISE,(808) 983-7827,http://www.hawaiieventsonline.com/view.php?eventID=14398,$69.50...
8:00pm - 11:00pm,http://www.hawaiieventsonline.com/viewpic.php?id=12691,"Outside the Moana, the audience relaxed &amp; sips on their favorite cocktail under the Banyan tree as Hawaii Music Award winner John Valentine performs his selection of music.",Sheraton Moana/Surfrider Hotel,"Kalakaua Avenue., HI",02/06/2011,12/04/2011,,http://www.myspace.com/rockenvalentine,Moana Hotel Beach Bar presents Johnny Valentine,,http://www.hawaiieventsonline.com/view.php?eventID=12691,Free
8:45am - 10:45am,http://www.hawaiieventsonline.com/viewpic.php?id=18317,"For a simple and affordable whale watch experience, check out the Star of Honolulu's new 2-hour Early Bird Whale Watch Cruise! Enjoy the STAR&rsquo;s four walk-around decks, 60' high observation sun deck and three types of stabilizers while searching for Humpback whales, or learn from trained Naturalist crew. Whale sightings are guaranteed or receive a free return cruise ticket until a whale is spotted.<br /> <br /> For reservations or more information, please call (808) 983-STAR (7827), toll-free (800) 334-6191, or visit www.starofhonolulu.com.",Star of Honolulu,"Departs from Aloha Tower Marketplace, Pier 8, HI",02/06/2011,05/08/2011,info@starofhonolulu.com,http://www.starofhonolulu.com,STAR OF HONOLULU'S EARLY BIRD WHALE WATCH CRUISE,(808) 983-7827,http://www.hawaiieventsonline.com/view.php?eventID=18317,$29.95...
12:00pm - 2:30pm,http://www.hawaiieventsonline.com/viewpic.php?id=18316,"For the most complete whale watch experience, board the Star of Honolulu's 2 1/2-hour Premier Whale Watch Cruise! With the STAR&rsquo;s four walk-around decks, 60' high observation sun deck and three types of stabilizers, guests enjoy the most outdoor deck space and a smooth voyage out to Diamond Head to view Humpback whales. Plus, participate in educational and fun whale activities with the trained Naturalist crew and Hawaiian cultural activities. Whale sightings are guaranteed or receive a free return cruise ticket until a whale is spotted. <br /> <br /> For reservations or more information, please call (808) 983-STAR (7827), toll-free (800) 334-6191, or visit www.starofhonolulu.com.",Star of Honolulu,"Departs from Aloha Tower Marketplace, Pier 8, HI",02/06/2011,05/08/2011,info@starofhonolulu.com,http://www.starofhonolulu.com,STAR OF HONOLULU'S PREMIER WHALE WATCH CRUISE,(808) 983-7827,http://www.hawaiieventsonline.com/view.php?eventID=18316,$43.00...
7:00pm - 8:00pm,http://www.hawaiieventsonline.com/viewpic.php?id=18388,"Native Hawaiian Plant Society Free Public Lecture <br /> The Native Hawaiian Plant Society will sponsor a talk titled: Working with the Plant Extinction Prevention Program (PEPP) in Hawaii and Exploring Micronesia. by Steve Pearlman of the National Tropical Botanical Gardens (NTBG), Friday, February 25th at 7pm, in the pool-side multi-purpose room of the Tavares Community Center in Pukalani, Maui.  Steve will discuss his work with the Plant Extinction Prevention Program (PEP) in Hawai`i as well as his recent work in Micronesia.  Steve Pearlman has been a field Botanist with the National Tropical Botanical Gardens (NTBG) for more than 33 years and has 39 years of field experience in Hawaii. He has worked with <br /> plants on the verge of extinction throughout the South Pacific region and has pioneered botanizing cliff&rsquo;s in Hawai`i using rope work.<br /> <br /> <br /> The Native Hawaiian Plant Society (NHPS) is a volunteer-based nonprofit organization whose mission it is to preserve and restore Hawaiian native plants in their native ecosystems.",pool-side multi-purpose room of the Tavares Community Center,"9 Pukalani Street, HI",02/25/2011,02/25/2011,,,Native Hawaiian Plant Society Free Public Lecture,,http://www.hawaiieventsonline.com/view.php?eventID=18388,Free
11:00am - 1:35am,http://www.hawaiieventsonline.com/viewpic.php?id=17996,"&ldquo;Noche Latina&ldquo; <br />  Saturday October 9th, 2010<br />  <br /> &ldquo;El Charro Mexicano&ldquo; NOW OPEN!<br /> in Aiea next to Bowling alley. <br /> <br /> Restaurant 11am till 11PM <br /> <br /> <br /> ***Military/College id 10% DISCOUNT on menu*** <br /> <br /> FREE Dessert Coupons w/plate purchase mention Ramiro Zavala.<br /> <br /> FREE PARKING<br /> ==========================================<br /> <br /> <br /> &ldquo;NOCHE LATINA GRAND OPENING&ldquo;<br /> <br /> 10pm-130am<br />  <br /> Dance the night away to the best of Mexican and other Latin genres to include:<br /> <br /> Cumbia, Merengue, Banda, Reggaeton, Norteno, Salsa, Tex-Mex, Bachata and more!!!<br /> <br /> ~FREZCO Entertainment~<br /> <br /> DJ Angelica<br /> &amp; RAZA808",99-115 Aiea Heights Drive suite #304,"99-115 Aiea Heights Drive suite #304, HI",02/12/2011,10/01/2011,Frezcoentertainment@lycos.com,http://www.myspace.com/Frezcoent,&ldquo;Noche Latina&ldquo; @ &ldquo;El Charro Mexicano in AIEA,(808) 397-8327,http://www.hawaiieventsonline.com/view.php?eventID=17996,Free
6:00pm - 7:30pm,http://www.hawaiieventsonline.com/viewpic.php?id=17953,"Pacific Islands Bible Church is starting a new Saturday night service called Ignite. We are aiming to provide a time of coffee, music, biblical teaching and fellowship time.","Mililani, HI","95-075 Waikalani Dr. Mililani, HI 96789",02/12/2011,06/25/2011,ignitepibc@gmail.com,http://pibcohana.org/Ignite.html,New Ignite Saturday Night Service,(808) 625-0411,http://www.hawaiieventsonline.com/view.php?eventID=17953,Free
8:00pm - 9:00pm,http://www.hawaiieventsonline.com/viewpic.php?id=29&amp;data=cat_photo,"Emerson once stated, &ldquo;The whole course of things goes to teach us faith. We need only obey. There is guidance for each of us, and by listening, we shall hear the right words ....... Through the use of a proven business model and proper mentor ship program, you can build and create wealth and begin to live life on your terms.  This free seminar will plant your  seed of hope and acheivement.",Oahu,"Various, HI",02/07/2011,12/26/2011,yuen_enterprises@yahoo.com,,Think &amp; Grow Rich Seminar,(808) 777-8630,http://www.hawaiieventsonline.com/view.php?eventID=18057,Free
7:00pm - 8:30pm,http://www.hawaiieventsonline.com/viewpic.php?id=18183,Monthly  get together for those that own a German or European automobile.,European Auto Spa of Honolulu,"901 Waimanu Street,  Honolulu, HI 96813",03/01/2011,12/06/2011,Strictly.German@gmail.com,,Strictly German Automobile Club,(808) 227-4980,http://www.hawaiieventsonline.com/view.php?eventID=18183,Free
1:00pm - 2:30pm,http://www.hawaiieventsonline.com/viewpic.php?id=14278,Join a group of fellow learners to explore the wonders and teaching of A Course In Miracles (ACIM) books. This group meets every Sunday on an ongoing basis.,Unity Church of Hawaii (Diamond Head),"3608 Diamond Head Circle,  Honolulu, HI 96815",02/06/2011,12/29/2013,david@unityhawaii.org,http://unityhawaii.org,A Course In Miracles Sunday afternoon study group,(808) 735-4436,http://www.hawaiieventsonline.com/view.php?eventID=14278,Free
7:00pm - 8:30pm,http://www.hawaiieventsonline.com/viewpic.php?id=14279,Join a group of fellow learners to explore the wonders and teaching of A Course In Miracles (ACIM) books at this ongoing Tuesday night event.,Unity Church of Hawaii (Diamond Head),"3608 Diamond Head Circle,  Honolulu, HI 96815",02/08/2011,12/24/2013,david@unityhawaii.org,http://unityhawaii.org,A Course In Miracles Tuesday evening study group,(808) 735-4436,http://www.hawaiieventsonline.com/view.php?eventID=14279,Free
