website,phone,directions,moreInfo,description,venue,name,city,startDate,performers,images,state,endDate,email
http://theyahoolacherokeemuseum.com,770-7338713,"from Atlanta,Ga. Take Hwy 400 North to the end at Hwy 60. Travel 5 miles into Dahlonega, Ga. 1st red light turn left onto hwy 9. Travel 4 miles to Salome Church Rd. Turn right, go 2 miles to Rider Milles Rd. turn left. Etowah Camp ground is on the left.",http://www.festivals.com/viewevent.aspx?eventid=MDLNpvjys9s%3d,"Etowah Jam Ban Fest is an annual event that has been taken place in Dahlonega, Ga. to benefit The Yahoola Cherokee Museum to be built in Dahlonega, Ga. It will take place on the beautiful, Etowah River in Dahlonega, Ga. in the North Georgia Mountains. There will be vendors with hand made crafts, food, tubing, fishing, camping, not to mention that it is to held this year on Memorial Day Week End....We are looking for a great turn out so spots are going fast. Call and make your reservation today at the Etowah Camp Ground (706)864-9035",Etowah Camp Ground,Etowah Jam Band Fest,Dahlonega,5/27/2011,"Mike Martin & Wright Flight. James Heney Band, Clay Coley, Tom & Julie from Dahlonega, Ga. Brett Gray, John Maxfield Band, Barry Baily, Grahams Number Band. Plus many more.","http://www.festivals.com/gfx//backstage/1/21965/033020110341127050_ad.jpg, http://www.festivals.com/gfx//backstage/1/21965/033020110344140776_thumb.jpg",Georgia,5/30/2011,jisjawa@yahoo.com
http://wildmountainfaire.com,530--533-8320,,http://www.festivals.com/viewevent.aspx?eventid=f4GQAnkkyTg%3d,"Three days of camping, music, vendors,and kids area in the Sierra Nevada foot hills at Lake Concow Campground. Five stages of music, drumming and dancers.  Go to our native American village with bark houses, sweat lodge and native American drumming, singing and story telling.  See the creek to get your feet wet. Also contact dance sessions , morning yoga , and more to be announced",Lake Concow Campground,Wild Mountain Faire,Oroville,6/24/2011,"Dehli 2 Dublin and Prezident Brown spark n cinder, Alli Battaglia & the MBC, Soul Union, DJs late night on main stage, Intuit Live, Swamp Zen, more TBA","http://www.festivals.com/gfx//backstage/1/22371/033120110728264898_thumb.jpg, http://www.festivals.com/gfx//backstage/1/22371/033120110719590432_ad.jpg, http://www.festivals.com/gfx//backstage/1/22371/033120110721380888_thumb.jpg, http://www.festivals.com/gfx//backstage/1/22371/033120110723152751_thumb.jpg, http://www.festivals.com/gfx//backstage/1/22371/033120110725119923_thumb.jpg, http://www.festivals.com/gfx//backstage/1/22371/033120110727034284_thumb.jpg, http://www.festivals.com/gfx//backstage/1/22371/033120110730168322_thumb.jpg, http://www.festivals.com/gfx//backstage/1/22371/033120110732127838_thumb.jpg, http://www.festivals.com/gfx//backstage/1/22371/033120110734501099_thumb.jpg",California,6/26/2011,wildmountainfaire@ymail.com
http://www.starevents.com or www.lakeviewchambe...,773--665-4682,"3200 N. Lincoln Avenue at Belmont, Chicago, IL 60657",http://www.festivals.com/viewevent.aspx?eventid=jPvKe8vOBC8%3d,"Rock Around the Block has been rated as one of the best musical events in Chicago, featuring 30 of the citys best bands.   Rock has also become one of Chicagos largest events of the year.  Over 40,000 people are expected to attend the event this year, experiencing the best in entertainment, food, family activities and fun.  Rock Around the Block is a fundraiser for the community.",3600 N. Lincoln Avenue,Rock Around The Block,Chicago,7/9/2011,,"http://www.festivals.com/gfx//backstage/1/241/041020080714412963_ad.jpg, http://www.festivals.com/gfx//backstage/1/241/010420081034160552_thumb.jpg, http://www.festivals.com/gfx//backstage/1/241/010420081035291954_thumb.jpg, http://www.festivals.com/gfx//backstage/1/241/010420081034472425_thumb.jpg",Illinois,7/10/2011,info@starevents.com
http://www.facebook.com/event.php?eid=196304777...,250- 532 4697,,http://www.festivals.com/viewevent.aspx?eventid=4ArrDlzLoic%3d,"A full day of all ages fun as Legends Warrant of Cherry Pie fame and Adlers Appetite (featuring Steven Adler original drummer of Guns n Roses) rip up the stage and are joined by a plethora of worthy local rock bands. There will be two stages so the music never stops all the amenities are available at this wicked outdoor venue along with beer gardens for those who choose to partake and of course are of legal drinking age!    So come out and rock with the legends that you know and love and go home in love with some locals that can tear it up for you as well!    Also stay for the family fun park as well as Racing the next day...Western Speedway offers Go Carts, Batting Cages, R/V Park, Races plenty of fun for the whole family so come rock out on Friday and stay for a weekend of fun!!",Western Speedway,When Legends Meet The Locals featuring Warrant,Victoria,8/26/2011,"Warrant, Adlers Appetite, Lust Boys, Rotten Rails, Throat Poets, Dead Eyes Open, Sea-Sekshun, Weak Patrol, Handsome Distraction, This Day Burns, The New Colors,","http://www.festivals.com/gfx//backstage/1/22170/032020111235336657_ad.jpg, http://www.festivals.com/gfx//backstage/1/22170/031220111020275785_thumb.jpg, http://www.festivals.com/gfx//backstage/1/22170/031220110903065649_thumb.jpg, http://www.festivals.com/gfx//backstage/1/22170/031220110903411111_thumb.jpg, http://www.festivals.com/gfx//backstage/1/22170/031220110913500682_thumb.jpg, http://www.festivals.com/gfx//backstage/1/22170/031220110927218182_thumb.jpg, http://www.festivals.com/gfx//backstage/1/22170/031220111019383601_thumb.jpg",British Columbia,8/26/2011,promotionsby.masterjoda@gmail.com
http://www.emcllc.org,541--908-0169,,http://www.festivals.com/viewevent.aspx?eventid=ypjlb1mNwJE%3d,The outdoor festival is an event featuring people who have made significant contributions to the development of rock music in the 60s.  This is quite probably the last time these bands will tour together and the demograpic is outstanding at ages 45 to 68.,Academy Square,Roots & Rhythms Summer Festival,Lebanon,9/9/2011,"2011 show will feature a tribute to John Lennon by the band Blackbird out of Portland, Oregon and Meet Revolver from Spokane Washington.  The event will feature music and groups that made significant contributions to rock and roll and the blues in the 1960s.","http://www.festivals.com/gfx//backstage/1/3479/101220071013212909_thumb.jpg, http://www.festivals.com/gfx//backstage/1/3479/050420070908416063_ad.jpg, http://www.festivals.com/gfx//backstage/1/3479/031420071112395288_thumb.jpg, http://www.festivals.com/gfx//backstage/1/3479/052020100203536162_thumb.jpg, http://www.festivals.com/gfx//backstage/1/3479/120720100125394607_thumb.jpg, http://www.festivals.com/gfx//backstage/1/3479/033120110407062700_thumb.jpg",Oregon,9/10/2011,tim@emcllc.org
http://www.americanrivermusic.org/festival.php,530- 622-6044,"about 1hr from Sacramento, see web site",http://www.festivals.com/viewevent.aspx?eventid=vOrDBs%2fF8fM%3d,"Three days of terrific Roots, Americana, Folk and Blues music, workshops and jams, riverfront camping and lodging, 12 mile whitewater rafting with live music in the gorge, riverfront guided hike with music, kids entertainment, food and award winning beverages, live art, art vendors all in the beautiful and friendly town of Coloma on the South Fork of the American River.",Lotus Park and three campgrounds,American River Music Festival,Coloma,9/16/2011,"James McMurtry, Truth and Salvage Co., Blame Sally, The Band of Heathens, Ryan Shupe and the RubberBand, Keith Greeninger, Dayan Kai, Paul Kamm, Eleanore MacDonald, The Brothers Comatose, Jill Knight, Ma Muse, Elliot Randall and the Deadmen and many more","http://www.festivals.com/gfx//backstage/1/14521/042320090639275297_thumb.jpg, http://www.festivals.com/gfx//backstage/1/14521/042320090630468177_thumb.jpg, http://www.festivals.com/gfx//backstage/1/14521/042320090621106219_ad.jpg, http://www.festivals.com/gfx//backstage/1/14521/042320090625583370_thumb.jpg, http://www.festivals.com/gfx//backstage/1/14521/042320090618039993_thumb.jpg, http://www.festivals.com/gfx//backstage/1/14521/042320090610247083_thumb.jpg",California,9/18/2011,info@americanrivermusic.org
http://randybeeventures.moonfruit.com,(52-0)261-9315,,http://www.festivals.com/viewevent.aspx?eventid=kd1mEu%2f3tdk%3d,Open-air concert,Private Acreage,Festival in the Sun,Tubac,10/8/2011,"6 International Acts and a Comedian MC/Host, with a guest DJ for the VIP Afterparty.",http://www.festivals.com/gfx//backstage/1/22357/032920110940463632_ad.jpg,Arizona,10/8/2011,randybeeventures@mail.com
http://utopiafest.com,512-2916991,"From Austin: take I-35 S  Merge onto TX-1604-LOOP W via EXIT 172.  Merge onto I-10 W/US-87 N toward EL PASO.  Take the TX-46 W exit, EXIT 540, toward BANDERA.  Turn LEFT onto TX-46/BANDERA RD/W BANDERA RD. Continue to follow TX-46.  If you are on I-10 W and reach S SCHOOL ST youve gone a little too far  Turn RIGHT onto TX-16.  If you are on BUCHAUS RD and reach ARMADILLO LN youve gone about 1.9 miles too far  Turn RIGHT onto TX-16/TX-173/MAIN ST/RR-689. Continue to follow TX-16.  TX-16 is just past 12TH ST  Turn LEFT onto FM-470/TEXAS HILL COUNTRY TRAIL RD.  FM-470 is 0.3 miles past OPTIMIST RD  Turn LEFT onto FM-187.  If you are on FM-187 and reach RIVER HAVEN RD youve gone about 0.6 miles too far  Turn RIGHT onto HOUSTON ST/FM-1050.   Welcome to UTOPIA, TX 78884",http://www.festivals.com/viewevent.aspx?eventid=m2bUXBLueuY%3d,"Welcome to the 3rd Annual UTOPiAfest: two days of amazing live music in a stunning Texas Hill Country setting—the perfect place to rock out, chill out, and hang out. Gorgeous campgrounds are available if you decide to stay over and enjoy the whole Utopian experience.   We’re proud that UTOPiAfest is the “anti-big-festival,” and —in our humble opinion—consistently draws the friendliest people, the most inspiring artists, and plenty of brilliantly gifted musicians. And to top it all off, there’s plenty of wide open Texas spaces to enjoy, perfect for sharing mind-blowing sunsets. So bring your friends, family (kiddos are welcome!), and meet new compadres along the way to enjoy what will be your favorite festival for years to come.",Sutherland ranch,UTOPiAfest,Utopia,10/14/2011,"We’re going big this year and bringing you some of the greatest musicians on the scene today—from Texas and far, far beyond. With high energy, brilliant performances, and a whole spectrum of rockin’ styles, our bands will knock your socks off.",http://www.festivals.com/gfx//backstage/1/22433/040620111025019290_ad.jpg,Texas,10/15/2011,jamIE@onioncp.com
http://www.glendaleaz.com/events,623--930-2017,58th and Glendale Avenues,http://www.festivals.com/viewevent.aspx?eventid=%2b09vaM3pr%2fc%3d,"Kick back, enjoy the great weather and have a cool drink in the heart of Historic Downtown Glendale. Featuring Jazz and soulful blues.",Murphy Park - Historic Downtown Glendale,Glendale Jazz and Blues Festival,Glendale,4/9/2011,"Featuring local, regional and national jazz and blues performers.",,Arizona,4/10/2011,ccoffman@glendaleaz.com
http://www.ohpark.com,321--697-3333,"I-4 Westbound: Take Exit #77, to Floridas Turnpike South. See below for Turnpike southbound.   Turnpike Southbound: Take Exit #244 (Kissimmee-St. Cloud) turn right (west) onto U.S. Highway 192 go through stop light at Simpson Road to net stop light at Bill Beck Blvd. (approximately one mile). Turn right. Main entrance to Osceola Heritage Park is about one block on the left. Follow signs.   Turnpike Northbound: Take Exit #242 (Kissimmee-St. Cloud) turn left (west) onto U.S. Highway 192 go approximately two miles to net stop light at Bill Beck Blvd. Turn right. Main entrance to Osceola Heritage Park is about one block on the left. Follow signs.   I-4 Eastbound: Take Exit #65. Osceola Parkway ($1.50 toll), proceed east 9.1 miles to Michigan Avenue (third traffic light after the toll booth). Turn right on Michigan to U.S. Highway 192 (at the fourth traffic light) turn left and follow U.S. Highway 192 to Bill Beck Blvd. Turn Left. Main entrance to Osceola Heritage Park is about one block on",http://www.festivals.com/viewevent.aspx?eventid=NIz3qZ5moBU%3d,"Osceola Heritage Park, Central Florida’s Event Complex is proud to host The Bluesmasters Music Festival featuring Mickey Thomaspresented by Direct Music on Saturday, April 30, 2011.    The all-day Music Festival will open at 11 a.m. and will feature Mickey Thomas with special guests John Mayall, Elvin Bishop, Ruthie Foster, Kenny Neal, Shemekia Copeland, Pat Travers, Eddie Shaw and the Wolfgang and Eric Gales.",Osceola Heritage Park,BluesMasters Music Festival,Kissimmee,4/30/2011,"BluesMasters featuring Mickey Thomas  Also Performing: John Mayall, Elvin Bishop, Ruthie Foster, Kenny Neal, Shemika Copeland, Pat Travers, Eddie Shaw & the Wolfgang, & Eric Gales.",,Florida,4/30/2011,info@ohpark.com
http://oconeeheritagecenter.org,864- 638 5116,"Travel Interstate 85 to exit 1 in Oconee County South Carolina,take exit 1 to Hwy 123 junction, take the Westminster exit and enter downtown    From Greenville SC travel Hwy 123 Straight into Westminster SC",http://www.festivals.com/viewevent.aspx?eventid=q5QixWsjDGg%3d,"The B-4 Appalachian Roots Festival is a two day event in historic Westminster South Carolina.  B-4 will include bluegrass, blues, bbq and brew.  There will be a craft brew beer garden, bbq tasting event, music all day Saturday June 11th, June 10th will include workshops and the finals of the B-4 Songwriting Competetion.  To enter competetion or for more details visit www.oconeeheritagecenter.org",Downtown Westminster,B-4 Appalachian Roots Festival,Westminster,6/10/2011,"Russell Moore & IIIrd Tyme Out, David Jacobs Strain, Last Road, True Blues, Carolina Backroads, Emily Lynch, Conservation Theory,New Dixie Storm,Freddie Vanderford,Emerald Road, Cecil Thompkins others TBA",,South Carolina,6/11/2011,oconeefarmgarden@bellsouth.net
