title,endHour,moreInfoLink,eventDate,venue,description,fullAddress,startHour
John Michael Montgomery,10:30 PM,http://events.myspace.com/Event/7916211/John-Michael-Montgomery-Concert,03/19/2011,Beulahfest,Age Requirement: 0+,"7750 Mobile Highway, Pensacola&nbsp;FL&nbsp;32526",9:00 PM
Jimmy Wayne,8:00 PM,http://events.myspace.com/Event/7808717/-,05/20/2011,Mohegan Sun Wolf Den,Age Requirement: 21+,"1 Mohegan Sun Blvd, Uncasville&nbsp;CT&nbsp;06382",7:00 PM
Bucky Covington,5:30 PM,http://events.myspace.com/Event/7983127/Bucky--Country-Fest-2011,06/26/2011,Country Fest - Main Stage,Age Requirement: 0+,"24447 County Highway S, Cadott&nbsp;Wisconsin&nbsp;54727",2:30 PM
Bucky Covington,4:30 PM,http://events.myspace.com/Event/7983147/Bucky--The-Fuddfest-Showtime-TBD,08/10/2011,Fuddfest,Age Requirement: 0+,"N 5890 County Road H, Gleason&nbsp;Wisconsin&nbsp;54435",2:00 PM
Brandon Rhyder,11:30 PM,http://events.myspace.com/Event/6770086/Las-Colinas-Country-Club,03/11/2011,Las Colinas Country Club,Private Event          	                	      	          	      	<br><br>  					    						Age Requirement: 0+,"4400 N. O'CONNOR ROAD, Irving&nbsp;TX&nbsp;75014",8:00 PM
Brandon Rhyder,11:30 PM,http://events.myspace.com/Event/7404342/Annual-Taste-Of-Texas-MusicFest,04/03/2011,Annual Taste Of Texas MusicFest,Age Requirement: 0+,"Houston, Houston&nbsp;TX&nbsp;77002",12:00 PM
The Black Keys,11:30 PM,http://events.myspace.com/Event/7917601/The-Black-Keys,03/18/2011,Heineken Music Hall,With special guest DeWolff.          	                	      	          	      	<br><br>  					    						Age Requirement: 0+,"ArenA Boulevard 590, Amsterdam&nbsp;Amsterdam&nbsp;Amsterda",7:00 PM
Eric Clapton,,http://events.myspace.com/Event/7653932/Eric-Clapton,05/15/2011,Cardiff International Arena,,"Mary Ann St, Cardiff&nbsp;Cardiff&nbsp;CF10 2",
Eric Clapton,,http://events.myspace.com/Event/7857017/Eric-Clapton,05/26/2011,Royal Albert Hall,,"Kensington Gore, London&nbsp;Greater Lo&nbsp;SW7 2",
Eric Clapton,,http://events.myspace.com/Event/7857019/Eric-Clapton,05/27/2011,Royal Albert Hall,,"Kensington Gore, London&nbsp;Greater Lo&nbsp;SW7 2",
Peter Frampton,,http://events.myspace.com/Event/7960937/Peter-Frampton,03/02/2011,ABC,,"300 Sauchiehall St, Glasgow&nbsp;Glasgow Ci&nbsp;G2 3",
Peter Frampton,,http://events.myspace.com/Event/7960938/Peter-Frampton,03/05/2011,Shepherds Bush Empire,,"56 Shepherd's Bush Green, Hammersmith&nbsp;Greater Lo&nbsp;W12 8",
Peter Frampton,10:00 PM,http://events.myspace.com/Event/7808466/Peter-Frampton,03/08/2011,Boerderij,Age Requirement: 0+,"., Zoetermeer&nbsp;Holland&nbsp;",7:00 PM
Peter Frampton,10:00 PM,http://events.myspace.com/Event/7808499/Peter-Frampton,03/10/2011,Hugenottenhalle,Age Requirement: 0+,"Frankfurt, Germany&nbsp;.&nbsp;",7:00 PM
Peter Frampton,10:00 PM,http://events.myspace.com/Event/7808543/Peter-Frampton,03/11/2011,Stadhalle,Age Requirement: 0+,"Bad Rappenau, Germany&nbsp;.&nbsp;",7:00 PM
Peter Frampton,10:00 PM,http://events.myspace.com/Event/7808563/Peter-Frampton,03/12/2011,Haus Auensee,Age Requirement: 0+,"Leipzig, Germany&nbsp;.&nbsp;",7:00 PM
Peter Frampton,10:00 PM,http://events.myspace.com/Event/7808582/Peter-Frampton,03/14/2011,Muffathalle,Age Requirement: 0+,"Munich, Germany&nbsp;.&nbsp;",7:00 PM
Peter Frampton,10:00 PM,http://events.myspace.com/Event/7808608/Peter-Frampton,03/15/2011,Kulturfabrik,Age Requirement: 0+,"Nurnberg, Germany&nbsp;.&nbsp;",7:00 PM
Peter Frampton,10:00 PM,http://events.myspace.com/Event/7808630/Peter-Frampton,03/16/2011,Fabrik,Age Requirement: 0+,"Hamburg, Germany&nbsp;.&nbsp;",7:00 PM
Peter Frampton,10:00 PM,http://events.myspace.com/Event/7808648/Peter-Frampton,03/18/2011,Turbinenhalle,Age Requirement: 0+,"Oberhausen, Germany&nbsp;&nbsp;",7:00 PM
Peter Frampton,10:00 PM,http://events.myspace.com/Event/7808662/Peter-Frampton,03/19/2011,Sallerhalle,Age Requirement: 0+,"Winterbach, Germany&nbsp;&nbsp;",7:00 PM
Peter Frampton,10:00 PM,http://events.myspace.com/Event/7808676/Peter-Frampton,03/20/2011,Arena,Age Requirement: 0+,"Vienna, Austria&nbsp;.&nbsp;",7:00 PM
Peter Frampton,10:00 PM,http://events.myspace.com/Event/7808688/Peter-Frampton,03/22/2011,Salumeria della Musica,Age Requirement: 0+,"Milan, Italy&nbsp;.&nbsp;",7:00 PM
Peter Frampton,10:00 PM,http://events.myspace.com/Event/7808706/Peter-Frampton,03/23/2011,Auditorium Sala Sinopoli,Age Requirement: 0+,"Rome, Italy&nbsp;.&nbsp;",7:00 PM
Katie Melua,,http://events.myspace.com/Event/7882305/Katie-Melua,04/10/2011,Zénith,,"1 Boulevard des Cités Unies, Lille&nbsp;Nord-Pas-d&nbsp;59800",
Katie Melua,,http://events.myspace.com/Event/7906548/Katie-Melua,04/30/2011,Bournemouth International Centre,,"Exeter Rd, Bournemouth&nbsp;Bournemout&nbsp;BH2 5",
Katie Melua,,http://events.myspace.com/Event/7906547/Katie-Melua,05/03/2011,De Montfort Hall,,"Granville Rd, Leicester&nbsp;Leicester&nbsp;LE1 7",
Katie Melua,,http://events.myspace.com/Event/7906546/Katie-Melua,05/07/2011,Gateshead the Sage,,"St Marys Pl, Newcastle Upon Tyne&nbsp;Newcastle&nbsp;NE1 7",
Katie Melua,,http://events.myspace.com/Event/7882306/Katie-Melua,05/20/2011,Oslo Spektrum,,"Sonja Henies plass 2, Oslo&nbsp;Oslo&nbsp;0184",
Katie Melua,,http://events.myspace.com/Event/7947526/Katie-Melua,06/08/2011,Heineken Music Hall,,Amsterdam&nbsp;North Holl&nbsp;1101,
Trans-Siberian Orchestra,,http://events.myspace.com/Event/7634457/Trans-Siberian-Orchestra,03/28/2011,Hammersmith Apollo,,"Queen Caroline St, Hammersmith&nbsp;Greater Lo&nbsp;W6 9",
GHOST,6:30 PM,http://events.myspace.com/Event/7399841/ROADBURN-FESTIVAL,04/14/2011,ROADBURN FESTIVAL,Age Requirement: 0+,"., Tilburg&nbsp;&nbsp;",6:00 PM
Arescyn,7:30 PM,http://events.myspace.com/Event/6825752/more-tour-dates-TBA,01/01/2013,More Tour Dates TBA,Age Requirement: 0+,"123 E. Metal Ave, Everywhere&nbsp;US&nbsp;48836",7:00 PM
Radney Foster,9:30 PM,http://events.myspace.com/Event/7617098/Radney-Foster,07/23/2011,Sheridan Opera House,Radney Foster - Acoustic Performance<br><br>Showtime - 8 pm<br>          	                	      	          	      	<br><br>  					    						Age Requirement: 0+,"110 North Oak Street, Telluride&nbsp;CO&nbsp;81435",8:00 PM
Consider The Source,1:00 AM,http://events.myspace.com/Event/7876042/Cts-in-potsdam,03/25/2011,La Casbah,Age Requirement: 21+,"6 elm st, Potsdam&nbsp;New York&nbsp;13676",9:00 PM
Consider The Source,11:30 PM,http://events.myspace.com/Event/7876301/cts,03/26/2011,Monopole,Age Requirement: 21+,"7 Protection ave, Plattsburg&nbsp;New York&nbsp;12901",9:00 PM
Esperanza Spalding,8:30 PM,http://events.myspace.com/Event/7738817/Chamber-Music-Society,02/27/2011,University of California,Age Requirement: 0+,"Campbel Hall, Ballet Studio in the HSSB Building, Santa Barbara&nbsp;California&nbsp;93103",8:00 PM
Vijay Iyer,,http://events.myspace.com/Event/1663376/Vijay-Iyer,03/04/2011,Salle Robert Krieps - raw materials: vijay iyer / rudresh mahanthappa duo,,Luxembourg&nbsp; &nbsp,
Vijay Iyer,,http://events.myspace.com/Event/1663377/Vijay-Iyer,04/18/2011,Schloss Elmau - vijay iyer / craig taborn duo piano,,Elmau / Oberbayern&nbsp; &nbsp;82493,
Vijay Iyer,,http://events.myspace.com/Event/1663380/Vijay-Iyer,04/30/2011,Sixth & I Historic Synagogue - vijay iyer trio,,"600 I St, NW, Washington&nbsp;Washington&nbsp;20001",
Vijay Iyer,,http://events.myspace.com/Event/1663382/Vijay-Iyer,05/13/2011,McCarter Theatre - vijay iyer trio,,"91 University Place, Princeton&nbsp;New Jersey&nbsp;08540",
Big Bad Voodoo Daddy,,http://events.myspace.com/Event/7433068/cedartown-civic-auditorium,02/26/2011,cedartown civic auditorium,,"205 East Ave, Cedartown&nbsp;GA&nbsp;30125",
Mindi Abair,,http://events.myspace.com/Event/4876596/Dave-Koz-and-Friends-at-Sea,08/26/2011,Royal Carribean International,,Gig Harbor&nbsp;WA&nbsp;98335,
Florence and The Machine,11:00 PM,http://events.myspace.com/Event/7870422/Florence-and-the-Machine,06/26/2011,Spartan Stadium w/ U2,"Florence and the Machine will be joining U2 for their 360º tour date in East Lansing, Michigan!          	                	      	          	      	<br><br>  					    						Age Requirement: 0+","1 Spartan Way, East Lansing&nbsp;MI&nbsp;48824",7:00 PM
Florence and The Machine,11:00 PM,http://events.myspace.com/Event/7870339/Florence-and-the-Machine,06/29/2011,Sun Life Stadium w/ U2,Florence and the Machine will be joining U2 for their 360º tour date in Miami!          	                	      	          	      	<br><br>  					    						Age Requirement: 0+,"2269 Dan Marino Boulevard, Miami Gardens&nbsp;FL&nbsp;33056",7:00 PM
Iron Maiden,,http://events.myspace.com/Event/7783662/Iron-Maiden,07/01/2011,Ullevi Stadion,,"Nya Ullevi, Skånegatan, Göteborg&nbsp;&nbsp;41140",
THIS FIRES EMBRACE,10:00 PM,http://events.myspace.com/Event/7026056/Invasion-2011,07/16/2011,INVASION 2011,Age Requirement: 0+,"1st Street, Bluefield&nbsp;West Virginia&nbsp;42650",5:00 PM
CASINO MADRID,,http://events.myspace.com/Event/7202964/Chain-Reaction-w-The-Subtle-Way-No-A-Shattered-Hope-or-Monsters-Scare-You,,,,,5:00 PM
TRANSIT,,http://events.myspace.com/Event/7652157/Talent-Farm-w-Hostage-Calm--Aficionado,,,,,5:30 AM
ICE NINE KILLS,,http://events.myspace.com/Event/7455603/INK-returns-to-NH,,,,,6:00 PM
ICE NINE KILLS,,http://events.myspace.com/Event/7647105/Ice-Nine-Kills-returns-to-Long-Island,,,,,6:00 PM
ICE NINE KILLS,,http://events.myspace.com/Event/7303576/INK-w-For-All-Those-Sleeping,,,,,6:00 PM
TRANSIT,,http://events.myspace.com/Event/7652128/Claudia-House-W-Hostage-Calm--Aficionado--,,,,,6:00 PM
ICE NINE KILLS,,http://events.myspace.com/Event/7303543/INK-in-WI,,,,,6:00 PM
PERIPHERY,,http://events.myspace.com/Event/7598057/Devin-Townsend-Project-w-Periphery-TesseracT,,,,,7:30 PM
PERIPHERY,,http://events.myspace.com/Event/7315914/The-Legacy-Tour-Darkest-Hour-w-Periphery-Veil-of-Maya--Special-Guest,,,,,7:30 PM
PERIPHERY,,http://events.myspace.com/Event/7316147/The-Legacy-Tour-Darkest-Hour-w-Periphery-Veil-of-Maya--Special-Guest,,,,,5:00 PM
TRANSIT,,http://events.myspace.com/Event/7652512/Club-Diablo-w-Hostage-Calm--Aficionado-,,,,,6:00 PM
The Presets,11:00 PM,http://events.myspace.com/Event/7606282/MS-Fest-2011,02/26/2011,Inveresk Showgrounds,"Massive, gargantuan, epic, HUGE…there simply isn’t an adjective big enough to describe the sheer size of what’s coming to Inveresk Park this Summer.<br><br>msfest 2011 is going to be that chock a block full of freshness that organisers have quite literally had to push back the boundary fences just to squeeze it all in.<br><br>There is guaranteed to be something there for everyone with a fistful of stages hosting a massive medley of music never before to grace the msfest grounds!          	                	      	          	      	<br><br>  					    						Age Requirement: 0+","Forster St (Cnr Invermay Rd), Inveresk&nbsp;TAS&nbsp;7248",11:00 AM
alaska in winter,1:00 AM,http://events.myspace.com/Event/6754629/Destroy-Your-Money,12/12/2012,Destroy you money!,tonight we die.          	                	      	          	      	<br><br>  					    						Age Requirement: 0+,"Destroy you money!, your soul&nbsp;worldwide&nbsp;hel",12:00 AM
Damian Jr Gong Marley,11:00 PM,http://events.myspace.com/Event/7853579/IMP-Hall,02/23/2011,IMP Hall,Age Requirement: 0+,"., Osaka&nbsp;.&nbsp;",7:00 PM
Damian Jr Gong Marley,11:00 PM,http://events.myspace.com/Event/7853608/Zepp-Tokyo,02/24/2011,Zepp Tokyo,Age Requirement: 0+,"., Tokyo&nbsp;.&nbsp;",7:00 PM
Damian Jr Gong Marley,11:00 PM,http://events.myspace.com/Event/7853778/Bay-Hall,02/25/2011,Bay Hall,Age Requirement: 0+,"., Yokohama&nbsp;.&nbsp;",7:30 PM
Damian Jr Gong Marley,11:00 PM,http://events.myspace.com/Event/7853822/Wembley-Arena,03/31/2011,Wembley Arena,Age Requirement: 0+,"Arena Square, Engineers Way, London&nbsp;&nbsp;HA9 OA",6:00 PM
Damian Jr Gong Marley,10:30 PM,http://events.myspace.com/Event/7853859/Academy-Glasgow,04/01/2011,Academy,Age Requirement: 0+,"., Glasgow&nbsp;&nbsp;",7:30 PM
Damian Jr Gong Marley,11:00 PM,http://events.myspace.com/Event/7853875/Manchester-Apollo,04/02/2011,Manchester Apollo,Age Requirement: 0+,"Stockport Road Manchester, Lancashire, Manchester&nbsp;.&nbsp;M12 6A",7:30 PM
Damian Jr Gong Marley,11:00 PM,http://events.myspace.com/Event/7853907/Ancienne-Belgique,04/04/2011,Ancienne Belgique,Age Requirement: 0+,"Anspachlaan 110, Brussels&nbsp;&nbsp;",7:30 PM
Damian Jr Gong Marley,11:00 PM,http://events.myspace.com/Event/7853920/Zenith,04/05/2011,Zenith Paris,Age Requirement: 0+,"Parc de Villette, Paris Cedex 19&nbsp;&nbsp;",7:30 PM
Damian Jr Gong Marley,11:00 PM,http://events.myspace.com/Event/7853937/Le-Caprices-Festival,04/07/2011,Le Caprices Festival,Age Requirement: 0+,"., Crans Montana&nbsp;.&nbsp;",7:30 PM
Damian Jr Gong Marley,11:00 PM,http://events.myspace.com/Event/7853959/Komplex,04/08/2011,Komplex,Age Requirement: 0+,"., Zurich&nbsp;.&nbsp;",7:30 PM
Damian Jr Gong Marley,11:30 PM,http://events.myspace.com/Event/7853986/Palasharp,04/09/2011,Palasharp,Age Requirement: 0+,"., Milan&nbsp;.&nbsp;",7:30 PM
Damian Jr Gong Marley,11:00 PM,http://events.myspace.com/Event/7854001/Atlantico,04/14/2011,Atlantico,Age Requirement: 0+,"., Lisbon&nbsp;.&nbsp;",7:30 PM
KYLESA,2:00 AM,http://events.myspace.com/Event/6532530/Soundwave-Festival,02/26/2011,Brisbane Soundwave Festival - RNA Showgrounds,Age Requirement: 0+,"., Brisbane&nbsp;QLD&nbsp;",12:00 PM
KYLESA,2:00 AM,http://events.myspace.com/Event/6532572/Soundwave-Festival,02/27/2011,Syndey Soundwave Festival - Eastern Creek Raceway,Age Requirement: 0+,"., Sydney&nbsp;NSW&nbsp;",12:00 PM
KYLESA,2:00 AM,http://events.myspace.com/Event/6532808/Soundwave-Festival,03/04/2011,Melbourne Soundwave Festival - Melbourne Showgrounds,Age Requirement: 0+,"., Melbourne&nbsp;VIC&nbsp;",12:00 PM
KYLESA,2:00 AM,http://events.myspace.com/Event/6532875/Soundwave-Festival,03/05/2011,Adelaide Soundwave Festival - Bonython Park,Age Requirement: 0+,"., Adelaide&nbsp;SA&nbsp;",1:00 PM
KYLESA,2:00 AM,http://events.myspace.com/Event/6532954/Soundwave-Festival,03/07/2011,Perth Soundwave Festival - Steel Blue Oval,Age Requirement: 0+,"., Perth&nbsp;WA&nbsp;",12:00 PM
Nada Rasta,10:00 PM,http://events.myspace.com/Event/6458041/StPattys-Day-Party,03/17/2011,The Crooked Kilt,Age Requirement: 21+,"1122 Pine Street, Paso Robles&nbsp;CA&nbsp;93447",7:00 PM
Nada Rasta,11:30 PM,http://events.myspace.com/Event/6508421/Toy-land-6th-Annual-Bash-invite-only,04/02/2011,Toy land 6th Annual Bash (invite only!),Age Requirement: 0+,"NA, slo&nbsp;CA&nbsp;93401",5:00 PM
Skillet,11:00 PM,http://events.myspace.com/Event/7620560/Alive-Festival,06/24/2011,Alive Festival,Ticket Info Phone: 330.966.0023          	                	      	          	      	<br><br>  					    						Age Requirement: 0+,"9298 Atwood Lake Rd, Mineral City&nbsp;OH&nbsp;44656",9:00 PM
Blu Kuda,1:30 AM,http://events.myspace.com/Event/7850067/Blu-Kuda,02/26/2011,Lucky's Grille,Age Requirement: 21+,"17815 St. Rt. 31, Marysville&nbsp;OH&nbsp;43040",9:30 PM
Blu Kuda,1:30 AM,http://events.myspace.com/Event/7850121/Blu-Kuda,04/23/2011,Lucky's Grille,Age Requirement: 21+,"17815 St. Rt. 31, Marysville&nbsp;OH&nbsp;43040",9:30 PM
Blu Kuda,1:30 AM,http://events.myspace.com/Event/7942352/Blu-Kuda,06/17/2011,Benny's Pizza,Age Requirement: 0+,"972 Columbus Ave, Marysville&nbsp;OH&nbsp;43040",9:30 PM
Jaci Velasquez,9:30 PM,http://events.myspace.com/Event/5970041/Jaci-Velasquez-in-Concert,06/25/2012,Palau Sant Jordi,Age Requirement: 0+,"Passeig Olímpic, 5, Barcelona&nbsp;&nbsp;08038",8:00 PM
Jaci Velasquez,9:30 PM,http://events.myspace.com/Event/5970065/Jaci-Velasquez-in-Concert,06/26/2012,Palau Sant Jordi,Age Requirement: 0+,"Passeig Olímpic, 5, Barcelona&nbsp;&nbsp;08038",8:00 PM
Yellowcard,11:00 PM,http://events.myspace.com/Event/7922590/London,03/13/2011,Brixton Academy,On tour with All Time Low!          	                	      	          	      	<br><br>  					    						Age Requirement: 0+,"211 Stockwell Rd., London&nbsp;ENG&nbsp;SW9 9S",7:00 PM
Chemical Brothers,11:30 PM,http://events.myspace.com/Event/6692383/The-Chemical-Brothers-live--Vector-Arena-Auckland-NZ,03/02/2011,Vector Arena,tickets on sale thurs aug 19th at 9 am NZ local time.           	                	      	          	      	<br><br>  					    						Age Requirement: 0+,"34 Mahuhu Crescent, Auckland&nbsp;Auckland&nbsp",10:00 PM
Chemical Brothers,11:30 PM,http://events.myspace.com/Event/6033256/The-Chemical-Brothers-live--Brisbane-Sideshow-Australia,03/04/2011,Riverstage,Ticketmaster/ On sale Thursday Aug 5          	                	      	          	      	<br><br>  					    						Age Requirement: 0+,"Gardens Point Rd, Brisbane&nbsp;QLD&nbsp;4000",10:00 PM
Chemical Brothers,11:30 PM,http://events.myspace.com/Event/6033305/The-Chemical-Brothers-live--Melbourne-Sideshow-Australia,03/09/2011,Rod Laver Arena,Ticketek / On sale Friday Aug 6          	                	      	          	      	<br><br>  					    						Age Requirement: 0+,"Melbourne, Australia, Melbourne&nbsp;VIC&nbsp;3000",10:00 PM
Chemical Brothers,11:30 PM,http://events.myspace.com/Event/6033341/The-Chemical-Brothers-live--Sydney-Sideshow-Australia,03/10/2011,Sydney Entertainment Centre,Ticketmaster / On sale Thursday Aug 5          	                	      	          	      	<br><br>  					    						Age Requirement: 0+,"Harbour St, Sydney&nbsp;NSW&nbsp;2000",10:30 PM
Abney Park,,http://events.myspace.com/Event/5421103/Wild-Wild-West-Con,03/04/2011,Old Tucson Studios,"Arizona's 1st Steampunk Convention & Festival!<br><br>Tickets now on sale!We are breaking the barriers of the standard hotel-based convention by placing the core of our event within Old Tucson Studios, a famous movie studio and amusement park built in 1939. <br><br>Come join the adventure March 4-6, 2011 as we traverse into the age of steam!<br>          	                	      	          	      	<br><br>  					    						Age Requirement: 0+","201 S Kinney Rd, Tucson&nbsp;AZ&nbsp;85735",
IAMX,11:30 PM,http://events.myspace.com/Event/6327732/IAMX-in-Brussels,03/19/2011,AB,Age Requirement: 0+,"Ancienne Belgique, Anspachlaan 110, Brussels&nbsp;&nbsp;1000",8:00 PM
emancipator,10:00 PM,http://events.myspace.com/Event/3174689/emancipator,12/31/2011,for booking contact Chris@autonomousmusic.org,Age Requirement: 0+,"1121 N. Loring St. Suite 112, Autonomous Music&nbsp;Portland, &nbsp;97227",8:00 PM
Hauschka,10:00 PM,http://events.myspace.com/Event/6956960/Hauschka,05/14/2011,Exit07,Age Requirement: 0+,"rue de l'acierie, Luxembourg&nbsp;LU&nbsp;exit07",8:00 PM
Bare Noize,,http://events.myspace.com/Event/7569680/OKO-MIASTA,,,,,6:30 PM
Bare Noize,,http://events.myspace.com/Event/6792331/KIDS-UP-LATE,,,,,8:30 PM
Wichita,,http://events.myspace.com/Event/6501751/Lincoln-Hall,,,,,7:00 PM
Wichita,,http://events.myspace.com/Event/6502010/Le-Divan-Orange,,,,,7:00 PM
Wichita,,http://events.myspace.com/Event/6502043/Great-Scott,,,,,7:00 PM
Wichita,,http://events.myspace.com/Event/6502087/Johnny-Brendas,,,,,7:00 PM
Wichita,,http://events.myspace.com/Event/6502122/DC9,,,,,7:00 PM
Wichita,,http://events.myspace.com/Event/6498919/Great-American-Music-Hall,,,,,7:00 PM
