phone,moreDetailURL,latitude,name,address,admission,date,venue,description,externalURL,longitude
800-686-0386,http://www.experiencecolumbus.com/event-detail.cfm/event/Flaming%2DTorchlight%2DCanoe%2DTrip/id/27740,39.5498007,Flaming Torchlight Canoe Trip,"31251 Chieftain Dr., Logan, 43138",$45 per canoe,05/28/2011,Hocking Valley Canoe Livery,"Join us to experience canoeing by the light of the moon. On this date we will canoe under the Waxing Crescent Moon. As the Moon moves around the Earth it becomes more illuminated and provides light that reflects off the Hocking River. In addition to the moon, we also provide tiki torches for each canoe to help navigate the river. The tiki torches also help in viewing the wildlife that will be settling in for the night. We push off at sunset and descend back to the canoe livery for an evening of relaxation. We will depart from the Canoe Livery an hour before sunset to Trip 1 Crockett's Run. The trip is approximately 5 miles and 2 hours. We float back to the canoe livery and a roaring bonfire, roast smores, and enjoy a night of live entertainment.",http://www.hockinghillscanoeing.com,-82.4431795
"614-297-2300, 800-686-6124",http://www.experiencecolumbus.com/event-detail.cfm/event/New%2DBehind%2Dthe%2DScenes%2DTours%3A%2DCivil%2DWar%2DCollections/id/28032,,New Behind-the-Scenes Tours: Civil War Collections,"1982 Velma Ave., Columbus, OH 43211",,05/12/2011,Ohio Historical Center/Ohio Village,"Participants will get an exclusive, guided tour through the Ohio Historical Society’s Civil War objects and collections that aren’t on exhibit and are stored in areas not open to the public. This tour will focus on the flags, weapons, military accessories and clothing related to the Civil War era in and around Ohio .",http://www.ohiohistory.org,
800-877-1830,http://www.experiencecolumbus.com/event-detail.cfm/event/Civil%2DWar%2DLecture/id/27946,40.2816973,Civil War Lecture,"600 N. Whitewoman St., Coshocton, 43812",Free,05/15/2011,Historic Roscoe Village,Lessons of the American Civil War Through Music.,http://www.roscoevillage.com,-81.8767497
614-447-8894,http://www.experiencecolumbus.com/event-detail.cfm/event/Ride%2Dof%2DSilence%3A%2DColumbus%2D%28Bicycle%29/id/27813,39.9614043,Ride of Silence: Columbus (Bicycle),"1 Capitol Square, Columbus, OH 43215",,05/18/2011,Ohio Statehouse,"The Ride of Silence is a slow group ride, akin to a funeral procession, in total silence. The ride is a safe, responsible, professional and mature response to the aggressiveness, intimidation, and carnage that cyclists face on the roads we ride. It is a means to: remember and mourn those killed by motorists, raise awareness that our community has, and supports, a large population of cyclists, show the public that cyclists are not going to stop riding on the roads, point out that we ask for respect from motorists, remind motorists that we wish only to SHARE the roads. Riders should gather on the South Side (State St.) of the Statehouse.",http://www.considerbiking.org/,-83.0018673
614-464-2022,http://www.experiencecolumbus.com/event-detail.cfm/event/Tours%2Dof%2Dthe%2Dhistoric%2DKelton%2DHouse%2DMuseum%2DGarden/id/28045,39.96111,Tours of the historic Kelton House Museum & Garden,"586 E. Town St., Columbus, OH 43215",$6,03/20/2011 - 03/11/2012,Kelton House Museum & Garden,Costumed tour guides lead visitors through the 1852 home of Fernando & Sophia Kelton.,http://www.keltonhouse.com,-82.984425
614-378-9511,http://www.experiencecolumbus.com/event-detail.cfm/event/Photography%2DWorkshop%3A%2DMacro%2Dand%2DClose%2DUp%2DPhotography/id/27899,,Photography Workshop: Macro and Close-Up Photography,"Beech-Maple Lodge, Reynoldsburg, 43068",$79,05/01/2011,Blacklick Woods Metro Park,Photographer Vincent Nobel will lead an interactive discussion to explore the intimate side of nature with a one-day workshop for macro and close-up photography.,http://www.vincentnobel.com/ohio-photography-works,
614-299-8050,http://www.experiencecolumbus.com/event-detail.cfm/event/Short%2DNorth%2DGala/id/28029,39.973391,Short North Gala,"555 N. High St., Columbus, OH 43215",$65,05/01/2011,Greek Orthodox Cathedral,"The Gala is a highly experiential affair that immerses guests in the flavors and spirit of the Arts District. The evening begins with cocktails, hors' dourves and entertainment in the Greek Orthodox Cathedral's garden courtyard. Short North bars, taverns and spirit district businesses feature their specialty cocktails. Following cocktails, the celebration transitions to the Cathedral's ballroom where PageTech Ltd., Zen Genius and the galleries of the Short North reshape the space with light, sound, projection, decor and art. The evening shifts to a higher gear as acclaimed Short North chefs take center stage to create a one-night-only culinary adventure of samplings of their best dish.",http://www.ShortNorthGala.com,-83.003148
614-221-4848,http://www.experiencecolumbus.com/event-detail.cfm/event/Charles%2DKleibacker%2DEndowed%2Dfund%2Dfor%2DExcellence/id/27848,39.964287,Charles Kleibacker Endowed fund for Excellence,"480 E. Broad St., Columbus, OH 43215",$30,05/05/2011,Columbus Museum of Art,"The Kleibacker Series: Showcasing Excellence in Art, Culture & Design kicks off with a reception in the Museum's newly renovated Derby Court followed by a presentation by celebrated fashion designer Isabel Toledo and author, illustrator and sculptor Ruben Toledo.",http://www.columbusmuseum.org,-82.987942
614-284-0805,http://www.experiencecolumbus.com/event-detail.cfm/event/Papergirl%2DColumbus/id/27898,39.9784631,Papergirl Columbus,"889 Williams Ave., Columbus, OH 43212",,05/06/2011 - 05/07/2011,Junctionview Studios,"Paper Girl is a show, an urban action (the distribution of the rolls of art), a bicycle workshop and a party. In a nutshell it is: participatory, analog, non-commercial and impulsive. Anyone can participate, you can submit artwork and/or help distribute.  Papergirl is distributed like a newspaper, but consists of original artwork rolled in a tube.  You submit artwork in person or via mail, we have a show, we roll the artwork in to tubes, we get together on our bicycles to distribute the work around town to anyone.  The work is not for sale; it is given to the public by chance for free. It is intended to take art distribution out of the galleries and into the streets, via direct delivery to the public in the style of the American paperboy.",http://www.junctionviewstudios.com,-83.0280111
800-745-3000,http://www.experiencecolumbus.com/event-detail.cfm/event/A%2DNight%2Dwith%2DCaptain%2DSig%2DHillstrand%2DBrothers%2Dof%2DDeadliest%2DCatch/id/28025,39.9621991,A Night with Captain Sig & Hillstrand Brothers of Deadliest Catch,"34 W. Broad St, Columbus, OH 43215",$32.25-$72.50,05/08/2011,Palace Theatre,"Captains Johnathan and Andy Hillstrand of the Time Bandit, along with Captain Sig Hansen of the Northwestern, will be making an appearance in Columbus! During these one-of-a kind events, the captains will take the audience through some toughest situations they've had to face on the high seas. Hear how it really goes down straight from the captains themselves!",http://www.capa.com,-83.0016398
614-229-4599,http://www.experiencecolumbus.com/event-detail.cfm/event/Global%2DWatchdogs%3A%2DReporter%2DSafety%2C%2DSocial%2DMedia%2Dthe%2DFuture%2Dof%2DJournalism/id/27912,39.969634,"Global Watchdogs: Reporter Safety, Social Media & the Future of Journalism","350 N. High St., Columbus, OH 43215",$25-$30,05/11/2011,The Hyatt Regency,"Peter Hiscocks has worked extensively around the world with broadcast journalists and private and state broadcasting organizations. A former journalist on a number of British national newspapers, he worked with the BBC for more than 21 years - from radio reporter to television executive - and has won a number of awards for his work in news and current affairs.",http://www.kintera.org/AutoGen/Register/EC,-83.001352
614-621-1744,http://www.experiencecolumbus.com/event-detail.cfm/event/Midwest%2DFair%2DTrade%2DFest/id/28024,40.0077227,Midwest Fair Trade Fest,"2201 Fred Taylor Dr., Columbus, OH 43201",$5,05/14/2011,Ohio State's 4H Center,"Global Gallery and Ohio Students for Fair Trade will be hosting the first ever Midwest Fair Trade Fest to celebrate World Fair Trade Day! This day long festival and conference will embrace culture and educate our community on Fair Trade practices. Our event will feature cultural performances from a wide range of international dance and musical groups, Fair Trade and Green vendors, renowned speakers on Fair Trade and sustainability issues, and ethnic foods from Global Gallery's Global Kitchen.",http://www.ohio4-hcenter.org,-83.0278019
"614-228-2674, 888-819-COSI",http://www.experiencecolumbus.com/event-detail.cfm/event/COSI%2DAfter%2DDark/id/27987,39.960363,COSI After Dark,"333 W. Broad St., Columbus, OH 43215",$20,05/19/2011,COSI,"For ages 21 and over, with great exhibits, great drinks, and great fun. Includes parking and $4 in food/drink vouchers.",http://www.cosi.org,-83.005872
740-513-8872,http://www.experiencecolumbus.com/event-detail.cfm/event/Sunbury%2DMemorial%2DDay%2DFlea%2DMarket/id/27886,,Sunbury Memorial Day Flea Market,"Cherry St. & Columbus St., Sunbury, 43074",$1,05/30/2011,Sunbury Village Square,"Come to Sunbury and visit more than 150 vendors offering timeless treasures, crafts, antiques, plants and food. Antique shops surround the square and two other flea markets are held nearby.",http://www.sunburyohio.com,
800-745-3000,http://www.experiencecolumbus.com/event-detail.cfm/event/U%2ES%2E%2DWomen%27s%2DNational%2DTeam%2Dvs%2E%2DJapan/id/28034,40.0089948,U.S. Women's National Team vs. Japan,"One Black & Gold Boulevard, Columbus, OH 43211",,05/14/2011,Columbus Crew Stadium,,http://www.CrewStadium.com,-82.9912198
614-545-2255,http://www.experiencecolumbus.com/event-detail.cfm/event/Comedy%2DTown%2DImprov/id/28297,39.994131,Comedy Town Improv,"1550 N. High St., Columbus, OH 43201",$6,04/07/2011,Gateway Film Center,"Comedy Town Improv featuring Shake-n-Bake, a special mash-up of the short form troupes Fake Bacon and The Shimmy Shake Project, doing their patent-pending set of games, songs, and shenanigans.",http://www.gatewayfilmcenter.com,-83.006243
"614-221-4848, 614-221-6801",http://www.experiencecolumbus.com/event-detail.cfm/event/Exhibit%3A%2DFur%2C%2DFins%2C%2DFeathers/id/24407,39.964287,"Exhibit: Fur, Fins, & Feathers","480 E. Broad St., Columbus, OH 43215",Adults $10. Seniors and student 6 and older $8. Children 5 and under free. Admission is free every Sunday.,07/06/2010 - 06/05/2011,Columbus Museum of Art,"Fur, Fins, & Feathers, a family-friendly exhibition about animals in art, showcases works from CMA's permanent collection. This diverse exhibition includes a variety of media and styles such as Innuit stone carvings, wooden African headdresses, contemporary photography, and American folk art prints. Fur, Fins, & Feathers includes many works which visitors may not have seen before. Enhanced programming related to the exhibition will include hands-on activities, tours, and visits from other community organizations such as Children's Theater and the Columbus Zoo and Aquarium.",http://www.columbusmuseum.org,-82.987942
614-688-8449,http://www.experiencecolumbus.com/event-detail.cfm/event/African%2DAmerican%2DHeritage%2DFestival/id/26505,,African American Heritage Festival,,Free for most events,04/23/2011 - 04/30/2011,Throughout The Ohio State University campus,The annual festival traditionally brings thousands of visitors to Columbus and is a time for people of all ages and walks to celebrate African-American history and culture.,http:// www.heritagefestival.osu.edu,
614-292-2295,http://www.experiencecolumbus.com/event-detail.cfm/event/OSU%2D2011%2DContemporary%2DMusic%2DFestival/id/27984,40.0011829,OSU 2011 Contemporary Music Festival,"1866 College Rd., Columbus, OH 43210",$12,04/28/2011 - 04/29/2011,Weigel Auditorium,"This year's festival pays tribute to Composer-In-Residence Donald Harris, who recently retired his professorship at OSU after 22 years of service, and who has made a passionate, prolific 44-year contribution to classical music.",http://www.cmf.osu.edu,-83.0104094
614-431-0329,http://www.experiencecolumbus.com/event-detail.cfm/event/Children%27s%2DArt%2DStudio/id/28122,40.0899092,Children's Art Studio,"777 Evening St., Worthington, 43085",,04/05/2011 - 04/06/2011,Peggy R. McConnell Arts Center of Worthington,"Explore traditional Japanese arts including Sumi Painting, Origami paper folding, and more.",http://www.mcconnellarts.org,-83.0221601
614-224-6673,http://www.experiencecolumbus.com/event-detail.cfm/event/Columbus%2DChildren%27s%2DTheatre%2DCinderella%2DBall/id/28138,39.955854,Columbus Children's Theatre Cinderella Ball,"310 High St., Columbus, OH 43215","$100 Adult, $50 Students, ages 13-20, and $25 Children 13 and under.",04/08/2011,The Westin Columbus,"Families are invited to bring children and participate in the wonder and excitement of a royal event. All in attendance will dine with Cinderella and the Royal Court. The evening includes a silent auction, dancing, and court jesters who will entertain throughout the evening. Additionally, each princess in attendance will have an opportunity to try on the glass slipper.",http://www.colschildrenstheatre.org,-82.998957
614-221-4848,http://www.experiencecolumbus.com/event-detail.cfm/event/Family%2DAdventures/id/28143,39.713702,Family Adventures,"480 E. Broad St., Columbus, OH 43125",,04/10/2011,Columbus Museum of Art,"Share ideas, laugh, and play games during this docent-guided experience. Your family team may embark on a scavenger hunt, imagine yourselves inside a painting, or discover a work of art that tells a family story. Family Adventures are a great way to share quality time and make new memories together.",http://www.columbusmuseum.org,-82.4257935
