sTicketPhone,sSynopsis,close,sMoreInfo,sTheaterAddress,showName,more,theater,opens,sTicketPrice
914-591-6602,"One of Broadway's brightest stars comes to Irvington for an evening of show tunes and more! Sutton Foster won the Tony, Drama Desk, Critics Circle and Astaire awards as best actress in Thoroughly Modern Millie. She was recently seen on Broadway as Princess Fiona in Shrek The Musical, a role for which she received a Tony nomination. She has also received Tony nominations for her roles in the Broadway productions of The Drowsy Chaperone and Little Women: The Musical. Sutton starred as Inga in Mel Brooks' musical Young Frankenstein. She has performed in concert at Carnegie Hall and Lincoln Center. T-V includes ""Law & Order: SVU,"" The Disney Channel and HBO.    Ms. Foster will be accompanied by Michael Rafter on piano.",,http://www.irvingtontheater.com/node/37,"85 Main Street, Irvington, NY 10533",An Evening with Sutton Foster,http://www.theatermania.com/westchester-rockland/shows/an-evening-with-sutton-foster_175448/,Irvington Town Hall,,$35.00 - $50.00
888-818-7872,"Singles and couples alike are invited to celebrate the beauty of love and life at the Guild of the Spencer Theater's 10th Annual Dinner & Dance Valentine Soiree. Taking place on the elegantly decorated stage of the Spencer Theater, the celebration includes a gourmet three-course dinner, two complimentary cocktails and dancing to the Michael Francis Trio.",,http://www.spencertheater.com/win11/valentine.html,"108 Spencer Road, Alto, New Mexico 88312",Valentine's Soiree Dinner-Dance,http://www.theatermania.com/new-mexico/shows/valentines-soiree-dinnerdance_174948/,Spencer Theater for the Performing Arts,,$50.00
1-877-840-0457,"Based on Munro Leaf's beloved storybook, this musical adaptation is written by award winning playwright Karen Zacarias with music by Deborah Wicks La Puma. Meet Ferdinand, an unusual bull who prefers picking flowers to joining the bullfighters in the ring and Danilo, a young nobleman whose father has big dreams for him. Watch what happens when Danilo, the reluctant matador, meets Ferdinand in the bullring. You'll cheer for them as they refuse to go along with the crowd and strike a blow for individuality and celebrating our differences. This production integrates Spanish, flamenco dancing and original music to create a memorable theatrical experience perfect for young audiences.",,http://www.paramountcenter.org/stage/2011/03/ferdinand-bull,"1008 Brown Street, Peekskill, NY 10566",Ferdinand the Bull,http://www.theatermania.com/westchester-rockland/shows/ferdinand-the-bull_175757/,The Paramount Center for the Arts,,$10.00
505-898-9222,"Susy Hendrix is a recently blinded housewife in Greenwich Village who becomes the target of three con-men who are desperate to get their hands on a heroin-filled doll that has wound up in Susy's possession. The trio tries to convince Susy that her husband has been accused of drug smuggling, and the only way to protect him is to give them the doll. Incredibly clever and resourceful, Suzy, with the help of her young neighbor, realizes the true identity of the men and plans to defeat them in this terrifying cat and mouse thriller by Fredrick Knott.","March 13, 2011",http://www.adobetheater.org/comingsoon,"9813 4th St NW, Albuquerque, NM 87114",Wait Until Dark,http://www.theatermania.com/new-mexico/shows/wait-until-dark_174610/,Adobe Theater,"February 18, 2011",$14.00 Adults;&nbsp;$12.00 Seniors/Students
845-353-1313,"The scene is a fishing lodge in rural Georgia often visited by ""Froggy"" LeSeuer, a British demolition expert who occasionally runs training sessions at a nearby army base. This time ""Froggy"" has brought along a friend, a pathologically shy young man named Charlie who is overcome with fear at the thought of making conversation with strangers. So ""Froggy,"" before departing, tells all assembled that Charlie is from an exotic foreign country and speaks no English. Once alone the fun really begins, as Charlie overhears more than he should--the evil plans of a sinister, two-faced minister and his redneck associate; the fact that the minister's pretty fianc&eacute;e is pregnant; and many other damaging revelations made with the thought that Charlie doesn't understand a word being said. That he does fuels the nonstop hilarity of the play and sets up the wildly funny climax in which things go uproariously awry for the ""bad guys,"" and the ""good guys"" emerge triumphant.","August 6, 2011",http://www.elmwoodplayhouse.com/the_foreigner.html,"10 Park Street, Nyack, NY 10960",The Foreigner,http://www.theatermania.com/westchester-rockland/shows/the-foreigner_175575/,Elmwood Playhouse,"July 15, 2011",$21.00 Adults;&nbsp;$18.00 Seniors/Students
505-986-5955,"Alban Berg's masterpiece combines music of enormous power and lyricism with a profoundly dramatic story. Conductor David Robertson leads Richard Paul Fink and Nicola Beller Carbone in the first revival of this Santa Fe staging, which received international acclaim in its 2001 premiere.","August 17, 2011",http://www.santafeopera.org/tickets/production.aspx?performanceNumber=4514,"301 Opera Dr, Santa Fe, NM 87506",Wozzeck,http://www.theatermania.com/new-mexico/shows/wozzeck_174931/,Santa Fe Opera,"July 30, 2011",$27.00 - $194.00
914-698-0098,"Celebrate Tennessee Williams' 100th Birthday with the timeless masterpiece The Glass Menagerie, a touching tale of lost dreams, family bonds and survival. When Tom brings home a gentleman caller, his sister Laura is given hope. Their chance meeting becomes one of the sweetest and most heartbreaking stories ever told.","March 6, 2011",http://emelin.org/theatre.html,"153 Library Lane, Mamaroneck, NY 10543",The Glass Menagerie,http://www.theatermania.com/westchester-rockland/shows/the-glass-menagerie_175578/,Emelin Theatre,"March 5, 2011",$40.00
914-698-0098,"Gold Heart are three sisters from northern Virginia and one of the best young bands in bluegrass. Sublime sibling harmonies, first-rate original material and exceptional musicianship come together in their distinctive ""slow drive"" sound. Traditionally rooted but with a modern edge, their music touches all the emotions. Opening for Gold Heart is Long Island's Buddy Merriam and Backroads. Celebrating 30 years in bluegrass, Buddy has been featured in Bluegrass Unlimited magazine and other national media.",,http://emelin.org/music.html,"153 Library Lane, Mamaroneck, NY 10543",Gold Heart with Buddy Merriam and Backroads,http://www.theatermania.com/westchester-rockland/shows/gold-heart-with-buddy-merriam-and-backroads_175603/,Emelin Theatre,,$32.00
914-232-1252,"Deeply informed period performance practices, the Benvenue Fortepiano Trio (Huggett, Tomkins, Zivian) tackle Schumann and Mendelssohn on their own turf. Opening fresh paths into this music, the spontaneity and collaborative spirit with which this trio performs these works on instruments of the period (including a mid-19th century fortepiano) is revelatory.    Bach Prelude for solo keyboard  Schumann Piano Trio No.1 in D minor, Op.63  Bach Prelude and Fugue for keyboard  Mendelssohn Piano Trio No. 2 in C minor, Op. 66",,http://tickets.caramoor.org/public/show.asp,"149 Girdle Ridge Road, Katonah, NY 10536",Great Artists - Benvenue Fortepiano Trio,http://www.theatermania.com/westchester-rockland/shows/great-artists-benvenue-fortepiano-trio_175559/,Caramoor,,$40.00
914-232-1252,"Former Caramoor Artistic Director and living legend, Andre Previn makes a triumphant return with the intensely musical and fiery violinist Joan Kwuon. This extraordinary duo explores the lush and scintillating sound worlds of three central works in the Francophone tradition.    Claude Debussy Sonata for Violin and Piano in G minor  Maurice Ravel Sonata for Violin and Piano in G Major  C&eacute;sar Franck Sonata for Violin and Piano in A Major, M. 8",,http://tickets.caramoor.org/public/show.asp,"149 Girdle Ridge Road, Katonah, NY 10536",Great Artists - Joan Kwuon and Andre Previn,http://www.theatermania.com/westchester-rockland/shows/great-artists-joan-kwuon-and-andre-previn_175560/,Caramoor,,$40.00
914-232-1252,"A chamber music dream team, Midori and Jonathan Biss return to Caramoor with internationally-renowned colleagues to explore these eternal works of Haydn, Schubert, and Dvorak. Perfect vehicles for these artists' brilliance and emotional sensitivity and depth, these masterpieces come alive in a Music Room event not to be missed.    Haydn Piano Trio in A Major, Hob. XV:9  Schubert Piano Trio in B-flat Major, D. 898  Dvorak Piano Quartet in E-flat Major, Op. 87",,http://tickets.caramoor.org/public/show.asp,"149 Girdle Ridge Road, Katonah, NY 10536","Great Artists - Midori, Imai, Lederlin, Biss",http://www.theatermania.com/westchester-rockland/shows/great-artists-midori-imai-lederlin-biss_175557/,Caramoor,,$40.00
914-232-1252,"Baroque cello virtuosa, Tanya Tomkins infuses Bach's unsurpassed Unaccompanied Cello Suites with dramatic spontaneity, unusual intensity, and a cultivated knowledge of Baroque performance practice. Join us for an afternoon of this exalted music played on an instrument and with the performance techniques of Bach's time.    Bach Suites for Unaccompanied Cello #3, 5 & 6",,http://tickets.caramoor.org/public/show.asp,"149 Girdle Ridge Road, Katonah, NY 10536",Great Artists - Tanya Tomkins,http://www.theatermania.com/westchester-rockland/shows/great-artists-tanya-tomkins_175558/,Caramoor,,$40.00
877-548-3237,"Greatest Hits of Broadway features Broadway's greatest hits of all time, from Jerome Kern to Comden & Green. Featuring songs from: Showboat, Les Miserables, Guys and Dolls, The King and I, Peter Pan, Rent, West Side Story, La Cage Aux Folles, Cabaret and The Music Man.",,http://www.wppac.com/concertseries.html,"11 City Place, White Plains, NY 10601",Greatest Hits of Broadway,http://www.theatermania.com/westchester-rockland/shows/greatest-hits-of-broadway_175870/,White Plains Performing Arts Center,,$42.50
1-877-840-0457,"Rock 'n Roll Hall of Famer Gregg Allman is both a founding member of one of the biggest and most important American bands of all time, the still-active and thriving Allman Brothers Band, and a critically acclaimed solo talent. A natural artist gifted with a beautifully soulful and distinctive voice as well as brilliant keyboard and guitar expertise, Allman is a legendary performer who, more than 30 years down the road, still loves making music as much as ever.",,http://tickets.tarrytownmusichall.org/,"13 Main Street, Tarrytown, NY 10591",Gregg Allman,http://www.theatermania.com/westchester-rockland/shows/gregg-allman_175846/,Tarrytown Music Hall,,$49.00 - $90.00
866-811-4111,An Evening of One-Act Plays.,"June 26, 2011",http://muccc.org/events/?p=3199,"142 Atlantic Avenue, Rochester, NY 14607",An Actor's Nightmare:  An Evening of One Acts,http://www.theatermania.com/new-york-state/shows/an-actors-nightmare-an-evening-of-one-acts_174026/,MuCCC,"June 23, 2011",$15.00
866-811-4111,"Just because there is snow on their roofs, it doesn't mean that there isn't fire in their hearts and bodies. Bermuda Avenue Triangle is an outrageous comedy by Renee Taylor and Joseph Bologna, authors of Lovers and Other Strangers and other uproarious hits.  Bermuda Avenue Triangle concerns the hilarious adventures of a Jewish widow and an Italian widow whose successful daughters move them to Las Vegas, where they share a retirement village condo. On an excursion, they are saved from a mugger by a charming, if not quite sober, gambler who is short on cash. They allow him to curl up on the living room floor and he manages to sweet talk his way into both ladies' beds. Each situation is rife with the outrageous, excessive comedy that endears these playwrights to audiences everywhere and proves that retirement communities are not just for retiring from life.","March 20, 2011",http://muccc.org/events/?p=1737,"142 Atlantic Avenue, Rochester, NY 14607",Bermuda Avenue Triangle,http://www.theatermania.com/new-york-state/shows/bermuda-avenue-triangle_174024/,MuCCC,"March 17, 2011",$15.00
1-877-840-0457,"Hamlet is the most often read, and most often studied of Shakespeare's plays. Set in Denmark, the play recounts how Prince Hamlet exacts revenge on his uncle Claudius for murdering Hamlet's father, the previous King, and then vividly charts the course of real and feigned madness-from overwhelming grief to seething rage-and explores themes of treachery, revenge, and moral corruption. Shakespeare & Company's Education Program strives to bring the classical poetry and plays of Shakespeare alive and into the lives of as many students and teachers as possible in ways that are personally meaningful, educationally inspiring, and theatrically compelling. Shakespeare & Company's Education Program reaches more than 40,000 students and teachers each year with innovative, socially responsive, and educationally challenging performances.",,http://www.paramountcenter.org/stage/2011/04/hamlet,"1008 Brown Street, Peekskill, NY 10566",Hamlet,http://www.theatermania.com/westchester-rockland/shows/hamlet_175797/,The Paramount Center for the Arts,,$10.00
914-698-0098,"Racoco Productions performs a marvelous mash-up of the Cinderella and Jack and the Beanstalk stories through a kaleidoscope of theater, dance, visual art, video, clown techniques, 20 lbs of flour and 400 square feet of crochet. Delightfully family friendly, If the Shoe Fits creates a magical dream-world of fairytales and our own flights of fancy.",,http://emelin.org/family.html,"153 Library Lane, Mamaroneck, NY 10543",If the Shoe Fits,http://www.theatermania.com/westchester-rockland/shows/if-the-shoe-fits_175587/,Emelin Theatre,,$40.00 Adults;&nbsp;$20.00 Students/Children
