fullAddress,venue,description,email,image,ticketPhone,title,website,dates,moreInfoLink
"400 E. University Ave., Ellensburg, WA, 98926",Central Washington University - McConnell Auditorium,"CTE will end the theatrical season with the annual Red Curtain Review, featuring the students in the Musical Theatre Performance program. Performing numbers from musicals from such diverse shows as Camelot to Beauty and the Beast, and Avenue Q, these talented performers will entertain you with their skills in singing, dancing, and acting. You will hear and see some of your favorite songs along with some new contemporary Tony award winning numbers. Be sure to come and see these young performers here, before many of them leave for the summer to perform in venues throughout the United States and Europe. <br> <br>Recommended for family audiences with children 8 and above.			</p>    			<br><br>",boxoffice@cwu.edu,http://www.seattleperforms.com/sites/seattleperforms.com/images/org/441/centraltheatreensemble_medium.jpg,509-963-1774,Red Curtain Review,http://www.cwu.edu/~theatre/tix,05/20/2011-05/22/2011,http://www.seattleperforms.com/event/detail/5558/Red_Curtain_Review
"16587 NE 74th St, Redmond, WA, 98052",SecondStory Repertory Theatre,"By Robert and Willie Reale<br> Based on the stories written and illustrated by Arnold Lobel.<br> <br> Cheerful Frog and grumpy Toad awaken from their hibernation in the spring and spend a year planting gardens, swimming, raking leaves and sledding. Along the way, they learn the true value of friendship. Based on the beloved series of tales by Arnold Lobel.</p>			</p>    			<br><br>",boxoffice@secondstoryrep.org,http://www.seattleperforms.com/sites/seattleperforms.com/images/event/440968457/f&t_medium.jpg,(425) 881-6777,A Year with Frog and Toad,http://www.secondstoryrep.org,05/06/2011-05/22/2011,http://www.seattleperforms.com/event/detail/440968457/A_Year_with_Frog_and_Toad
"612 East 4th Ave, Olympia, WA, 98501",Capital Playhouse,"From the songwriting team who brought you Chicago and Cabaret we present a piece filled with heat, passion and Latin flare. Cell mates in a Latin American prison where torture and deprivation are the norm, Valentin and Molina form a close camaraderie in which they test the boundaries of love, friendship and fantasy. Richards Hinds (choreographer for last season’s Joseph…Dreamcoat) returns to direct and choreograph this multiple Tony Award® winning musical based on the novel by Manuel Puig. Kiss of the Spider Woman revamps a vexing tale of persecution into a stunning spectacle that contrasts gritty realities with liberating fantasies and explores the barrier between reality and the cinematic world that is created by the Spider Woman who kills with a kiss.<br>			</p>    			<br><br>",info@capitalplayhouse.com,http://www.seattleperforms.com/sites/seattleperforms.com/images/event/440952882/spiderwoman_medium.gif,360-943-2744,Kiss of the Spider Woman,http://www.capitalplayhouse.com/performances1011.html#kiss,05/05/2011-05/28/2011,http://www.seattleperforms.com/event/detail/440952882/Kiss_of_the_Spider_Woman
"3000 Landerholm Circle SE, Bellevue, WA, 98007",Stop Gap Theatre Bellevue College,"Celebration!<br> <br> <br> Book and lyrics by Tom Jones, Music by Harvey Schmidt<br> <br> <br> In a post apocalyptic world a young man fights with a corporate giant for his lost garden.  The girl between them is trying to keep her head above water and below bullets in this uplifting show by the authors/composers of The Fantastiks<br> <br> <br>			</p>    			<br><br>",,http://www.seattleperforms.com/sites/seattleperforms.com/images/org/486/bellevuecollege_medium.jpg,1-800-838-3006,Celebration: A Musical by Schmidt and Jones,http://bellevuecollege.edu/artshum/Drama/index.html,05/20/2011-05/28/2011,http://www.seattleperforms.com/event/detail/440958531/Celebration_A_Musical_by_Schmidt_and_Jones
"200 Madison Ave N, Bainbridge Island, WA, 98110",Bainbridge Performing Arts,"Chicago has everything that makes Broadway great: a universal tale of fame, fortune and all that jazz. </p> <p>Book by FRED EBB and BOB FOSSE. Music by JOHN KANDER. Lyrics by FRED EBB<br> </p>			</p>    			<br><br>",,http://www.seattleperforms.com/sites/seattleperforms.com/images/org/15/bainbridgeperformingarts_medium.jpg,,Chicago,http://www.bainbridgeperformingarts.org/Tickets_webtix.html,05/12/2011-05/29/2011,http://www.seattleperforms.com/event/detail/5432/Chicago
"NE 45th St. and 17th Ave. NE, Seattle, WA, 98105",Penthouse Theatre,"By Steve Martin, <br> Directed by Andrew McGinn<br> <br> Einstein, Picasso... Steve Martin? Great minds think alike, or do they? Twenty-somethings Albert Einstein and Pablo Picasso meet at a bar in Paris, 1904. Playwright Steve Martin draws on his famous sense of funny for comic revelations high and low. Picasso and Einstein along with a colorful bunch of Parisians struggle to define sex, art, and human perception in anticipation of the breakthrough that marks the beginning of a new era. Conversation flows with hilarious results until an unlikely latecomer (with killer hip action) appears with a message from the future...<br> <br> No late seating for School of Drama events.</p>			</p>    			<br><br>",ticket@u.washington.edu,http://www.seattleperforms.com/sites/seattleperforms.com/images/event/440916719/picasso_small_medium.jpg,206-543-4880,Picasso at the Lapin Agile,http://www.meany.org/tickets/default.aspx?prod=4294,05/15/2011-05/29/2011,http://www.seattleperforms.com/event/detail/440916719/Picasso_at_the_Lapin_Agile
"7116 6th Ave, Tacoma, WA, 98406",Tacoma Musical Playhouse,"The story of a meddlesome widow who strives to bring romance to several couples and herself, Hello, Dolly! is a whirlwind race following the adventures of America's most beloved matchmaker at the turn of the twentieth century. This show has become one of the most enduring musical theater hits of all time, enjoying three Broadway revivals, international success and an Academy Award nominated film. This fabulous musical theater classic is a great way to celebrate Mother's Day, too!<br> <br><br> <br>			</p>    			<br><br>",,,253-565-6867,HELLO DOLLY!,http://www.tmp.org,05/06/2011-05/29/2011,http://www.seattleperforms.com/event/detail/5651/HELLO_DOLLY
"210 North I Street, Tacoma, WA, 98403",Tacoma Little Theatre,"music and lyrics by Pete Townshend, book by Pete Townshend and Des McAnuff<br> additional music and lyrics by John Entwistle and Keith Moon<br> April 29th through May 29th 2011<br> Friday and Saturday 7:30pm, Sunday 2:00pm<br> Pay What You Can: May 5, 2011 at 7:30pm<br> Actor Benefit: May 28, 2011 at 2:00pm<br> <br> The tony winning Rock Opera comes to Tacoma.  Based on The Who&rsquo;s 1969 concept album &ldquo;Tommy&rdquo; the musical follows a catatonic child &ndash; Tommy &ndash; from his tragic early life in the wake of the Second World War to his ascension to stardom as a pinball wizard, and the awakening of his humanity.</p>			</p>    			<br><br>",tlt@tacomalittletheatre.com,http://www.seattleperforms.com/sites/seattleperforms.com/images/event/440989777/tommyicon_medium.jpg,253-272-2281,The Who's TOMMY,http://www.tacomalittletheatre.com,04/29/2011-05/29/2011,http://www.seattleperforms.com/event/detail/440989777/The_Whos_TOMMY
,,"Based on the enchanting fairytale by Hans Christian Anderson, The Snow Queen tells the story of Kai and Gerda, the best of friends, until Kai falls under the spell of an evil wizard and becomes the slave of the imperious Snow Queen. It is up to Gerda to take a long journey into the frozen heart of winter, to find and save her friend. The Snow Queen is both a thrilling adventure and a fable about the healing power of love. <br> <br>Family Friendly			</p>    			<br><br>",boxoffice@cwu.edu,http://www.seattleperforms.com/sites/seattleperforms.com/images/org/441/centraltheatreensemble_medium.jpg,509-963-1774,The Snow Queen NW Tour,http://www.cwu.edu/~theatre/tix,04/26/2011-06/03/2011,http://www.seattleperforms.com/event/detail/5559/The_Snow_Queen_NW_Tour
"1308 5th Avenue, Seattle, WA, 98101",5th Avenue Theatre,"The slickest high rollers are in town, and they&rsquo;re depending on Nathan Detroit to score a secret spot for their floating crap game. Trouble is, he&rsquo;s $1,000 shy. Throw in Sarah Brown, who's short on sinners at the mission; Sky Masterson, who accepts Nathan's $1000 bet that he can't lure Sarah Brown to Havana; Miss Adelaide, who&rsquo;s desperate to marry Nathan; the meddling Police Lieutenant Brannigan; and the lively lyrics and music of Frank Loesser, and you've got an evening to remember&mdash;you can bet on it!</p>			</p>    			<br><br>",ticketing@5thavenue.org,http://www.seattleperforms.com/sites/seattleperforms.com/images/event/5635/guysanddolls-img01_medium.jpg,,Guys and Dolls,http://www.5thavenue.org,05/12/2011-06/05/2011,http://www.seattleperforms.com/event/detail/5635/Guys_and_Dolls
"402 Sixth St. S, Kirkland, WA, 98033",Studio East Mainstage Theater,Annie			</p>    			<br><br>,info@studio-east.org,http://www.seattleperforms.com/sites/seattleperforms.com/images/org/360/storybooktheaterstudioeast_medium.jpg,425-820-1800,Studio East presents Annie,http://www.studio-east.org/,05/20/2011-06/12/2011,http://www.seattleperforms.com/event/detail/5695/Studio_East_presents_Annie
"7312 W. Green Lake Dr. N., Seattle, WA, 98103",Bathhouse Theater,"SPT&rsquo;s season wraps up May 20th-June 12th with the a fresh look at George Bernard Shaw&rsquo;s charming and delightful classic, Arms and the Man. Here is the master of wit and social comedy at his most entertaining and romantic. As heroism and militarism are laid bare against the foibles of middle-class pretensions, love and romance run amok.<br> <br> Featuring Gordon Carpenter, Ryan Childers, Mark Fullerton, Julie Jamieson, Brenda Joyner, Anne Kennedy, and Frank Lawler<br> <br> Directed by Shana Bestock<br> <br> The show runs approximately 1hour 45 minutes with no intermission. <br> <br> Appropriate for all ages</p>			</p>    			<br><br>",boxoffice@seattlepublictheater.org,http://www.seattleperforms.com/sites/seattleperforms.com/images/event/441089539/eventpic-arms_medium.jpg,206-524-1300,Arms and the Man,http://www.seattlepublictheater.org,05/19/2011-06/12/2011,http://www.seattleperforms.com/event/detail/441089539/Arms_and_the_Man
"204 N. 85th St, Seattle, WA, 98103",Taproot Theatre,A West Coast Premiere. The girls' club pledge never promised camping would be easy...for the moms.  In the late night mayhem of a backwoods campout a storm rages outside. while a squall builds inside the cabin.</p> <br>			</p>    			<br><br>,,http://www.seattleperforms.com/sites/seattleperforms.com/images/org/159/taproottheatrecompany_medium.jpg,,Brownie Points,http://www.taproottheatre.org/buy-tickets,05/18/2011-06/18/2011,http://www.seattleperforms.com/event/detail/5657/Brownie_Points
"1500 Summit Ave, Seattle, WA, 98122",Theater Schmeater,"Adapted for the stage by Erika Anne Soerensen		<br><br> Seattle Premier!<br><br> Directed by J.D. Lloyd<br><br> <br><br> “Why can’t I be Ms. Pink?” becomes the question of the moment in this gender reversal of Quentin Tarantino’s cult classic, Reservoir Dogs.  The groundbreaking cinematic tale of a caper gone terribly wrong transferred to the stage, Reservoir Dolls is packed with gun-toting gals with killer smiles and serious intentions.  <br><br> 			</p>    			<br><br>",Support@BrownPaperTickets.com,http://www.seattleperforms.com/sites/seattleperforms.com/images/org/169/theaterschmeater_medium.jpg,1-800-838-3006,Reservoir Dolls,http://www.schmeater.org/plays/2011/reservoirdolls/,05/20/2011-06/18/2011,http://www.seattleperforms.com/event/detail/441070089/Reservoir_Dolls
"16587 NE 74th St, Redmond, WA, 98052",SecondStory Repertory Theatre,"By Ernest Thompson <br> Norman and Ethel spend every summer at their lake house in Maine. When their daughter visits one year, she brings a boyfriend and his son along &ndash; hoping her parents will look after the boy while she and her fianc&eacute; go off traveling. A heartwarming play about relationships that sometimes take a lifetime to unfold.</p>			</p>    			<br><br>",boxoffice@secondstoryrep.org,http://www.seattleperforms.com/sites/seattleperforms.com/images/event/440968449/on_golden_medium.jpg,(425) 881-6777,On Golden Pond,http://www.secondstoryrep.org,06/03/2011-06/25/2011,http://www.seattleperforms.com/event/detail/440968449/On_Golden_Pond
