startDate,city,address,venue,description,longitude,zipcode,state,title,website,latitude,moreinfo
,Pittsburgh,Allegheny Commons West,National Aviary,"Home to more than 600 birds from over 200 species. With classes, lectures, demos and more.",-80.00249,15212.0,PA,National Aviary,http://www.aviary.org,40.45124,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23497
,Pittsburgh,4200 5th Avenue,Nationality Rooms,26 rooms helping to tell the story of Pittsburgh's immigrant past. University of Pittsburgh.,-79.95927,15213.0,PA,Nationality Rooms,http://www.pitt.edu/~natrooms,40.44147,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23498
,Scott,330 Old Washington Pike,Old St. Luke's,"Pioneer church features 1823 pipe organ, Revolutionary War graves.",-80.09027,15106.0,PA,Old St. Luke's,http://www.oldsaintlukes.org,40.38441,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23500
,Washington,1 Museum Road,Pennsylvania Trolley Museum,"Includes displays, walking tours, gift shop, picnic area and Trolley Theatre.",-80.25532,15301.0,PA,Trolley rides and exhibits,http://www.pa-trolley.org,40.20801,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23502
,Pittsburgh,1 Schenley Park,Phipps Conservatory &#38; Botanical Garden,,-79.68921,15213.0,PA,Phipps Conservatory & Botanical Garden,http://www.phipps.conservatory.org,40.67918,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23503
,Pittsburgh,One Wild Place,Pittsburgh Zoo & PPG Aquarium,"Home to 4,000 animals, including many endangered species.",-79.92051,15206.0,PA,Pittsburgh Zoo & PPG Aquarium,http://www.pittsburghzoo.org,40.48352,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23504
,Springdale,613 Marion Ave.,Rachel Carson Homestead,Photos and artifacts of her life & work.,-79.78342,15144.0,PA,A Reverence for Life,http://www.rachelcarsonhomestead.org,40.54639,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23505
,Pittsburgh,1212 Smallman Street,Senator John Heinz History Center,"Ongoing: Western PA Sports Museum, Clash of Empires, and exhibits on local history, more. Current: Vatican Splendors: A Journey through Faith and Art, Beat 'Em Bucs - The Story of the 1960 Pittsburgh Pirates.",-79.99289,15222.0,PA,Senator John Heinz History Center,http://www.heinzhistorycenter.org,40.44648,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23664
,Sewickley,1901 Glen Mitchell Road,Sewickley Heights History Center,"Museum commemorates Pittsburgh industrialists, local history.",-80.14795,15143.0,PA,Sewickley Heights History Center,http://www.sewickleyheightshistory.org,40.54641,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23507
,Pittsburgh,4141 Fifth Avenue,Soldiers & Sailors Memorial Hall,Exhibits commemorate local veterans from the Civil War to Operation Desert Storm.,-79.95544,15213.0,PA,Soldiers & Sailors Memorial Hall,http://www.soldiersandsailorshall.org,40.44429,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23508
,Pittsburgh,1700 Harpster Street,St. Anthony's Chapel,"Features 5,000 relics of Catholic saints.",-79.98348,15212.0,PA,St. Anthony's Chapel,http://ww.ichrusa.com/saintsalive/anthony.htm,40.46493,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23655
,Pittsburgh,University of Pittsburgh,Conney M. Kimbo Gallery,,0.0,15213.0,PA,University of Pittsburgh Jazz Exhibit: Memorabilia & Awards from the International Hall of Fame,http://www.pittprogramcouncil.com,0.0,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23826
,Scottdale,Overholt Drive,West Overton Museums,Learn about distilling and coke-making in this pre-Civil War industrial village.,-79.5667,15683.0,PA,West Overton Museums,http://www.westovertonvillage.org,40.10937,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23510
,,,,"Seeking donations of cable-ready color TV sets, as well as colored & white copy paper and personal care products.",,,,Alle-Kiski Area Hope Center,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23356
,,,,To benefit this organization which works for animal welfare. West End.,,,,Animal Advocates Thrift Store,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23357
,Pittsburgh,5129 Penn Avenue,Thomas Merton Center,"Read & code letters, pick books, pack 'em or database 'em! Sundays 3-8 p.m. or by appt.",-79.94174,15224.0,PA,Book 'Em Books to Prisoners Work Party,http://www.thomasmertoncenter.org/,40.46505,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23358
,,,,"Men's, women's & children's clothing, blankets, sheets, pillows, toys, baby equipment and household items. Garfield.",,,,East End Community Thrift Shop,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23359
,,,,"Special call for children's clothing, housewares, appliances, dishes and more. At all locations.",,,,Goodwill Industries Donations,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23360
,,,,"For victims of race, religion, ethnic origin or sexual orientation crimes. Sponsored by Contact Pittsburgh.",,,,Anti-Hate Hotline,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23347
,,,,Advocacy group for affordable healthcare.,,,,Consumer Health Coalition,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23348
,Pittsburgh,425 Craig St.,Sierra Club Office,,-79.95428,15213.0,PA,Sierra Club Activist Night,,40.45535,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:43326
,,,,Weekly meetings & street actions.,,,,We Are CHANGE Pittsburgh Chapter Meetings,www.wearechange.org,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:70090
"Second and Third Tuesday of every month, 6 p.m",Pittsburgh,4400 Forbes Avenue,"Carnegie Library, Oakland",,-79.94926,15213.0,PA,Japanese Conversation Club,http://www.clpgh.org,40.44413,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:62779
"Tuesdays, 6:30-8 p.m",Edgewood,One Pennwood Ave.,C.C. Mellor Memorial Library,"Communication, leadership & public speaking.",-79.88495,15218.0,PA,Edgewood Toastmasters,,40.43191,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:51493
"Tue., Jan. 11, 7:30 p.m",Pittsburgh,5700 Forbes Ave.,Church of the Redeemer,"Post-Gazette Columnist on ""The Paris of Appalachia - Pittsburgh: Past, Present and Future."" Presented by Squirrel Hill Historical Society.",-79.92503,15217.0,PA,Brian O'Neill,,40.43795,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:89488
"Tuesdays, 9 p.m",Pittsburgh,5972 Baum Blvd.,Shadow Lounge,,-79.9256,15206.0,PA,Release: Live Open Mic,http://www.shadowlounge.net,40.46059,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:72790
,Pittsburgh,117 Sandusky Street,Andy Warhol Museum,"Arts activities and special programs: Weekend Factory, Creative Collaborations and more.",-80.00236,15212.0,PA,Andy Warhol Museum,http://www.warhol.org,40.44841,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23339
,Pittsburgh,s Way,Children's Museum of Pittsburgh,,-80.00681,15212.0,PA,Children's Museum of Pittsburgh,http://www.pittsburghkids.org,40.45294,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23859
,,,,"Nine year-round centers in city, with programs in sports, fitness and arts. Plus individual programs and features.",,,,Citiparks Recreation Centers,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23343
Mondays-Saturdays.,,,,"Toys and playspace, especially for preschoolers. East End.",,,,Pittsburgh Toy Lending Library,ptll.pointparkjournalism.com/,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23340
"Mondays-Fridays, 1:30-3:30 p.m",Pittsburgh,s Way,Children's Museum of Pittsburgh,Tackle a different building challenge each weekday!,-80.00681,15212.0,PA,Builder's Challenge,http://www.pittsburghkids.org,40.45294,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:39297
,,,,Seeking new members.,,,,Highlander Rugby Football,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23326
,,,,"Outdoor-related events & instruction including Nordic skiing, kayaking, camping, hiking and more.",,,,Outside Adventures,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23327
,,,,"Mostly-off-road running, hiking and socializing. www.pgh-h3.com",,,,Pittsburgh Hash House Harriers,www.pgh-h3.com,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23328
,,,,"Seeking new players, no experience necessary.",,,,Pittsburgh Men's & Women's Rugby Football Clubs,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23329
,,,,"Docent-led tour of various parks. Historical, conditioning and nature hikes.",,,,Pittsburgh Parks Conservancy,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23330
,,,,Year-round activities.,,,,Pittsburgh Ski Club,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23331
,,,,"Adult intramural leagues: volleyball, bowling, softball, tennis, basketball and more.",,,,Pittsburgh Sports League,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23332
,Pittsburgh,Panther Hollow Rd.,Schenley Park,,-79.94702,15213.0,PA,Schenley Park Ice Rink,http://www.city.pittsburgh.pa.us/parks/,40.43768,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:72067
,,,,Competitive league play in a variety of sports and skill levels.,,,,Sports Monster,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23334
,,,,African-American ski club with year-round activities.,,,,Steel on Ice,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23336
,,,,"Open to boys and girls, kindergarten and up, plus men's senior and post collegiate.",,,,Three Rivers Lacrosse,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23335
,,,,"Sponsoring a wide array of outdoor activities, including rock-climbing, nature walks, fishing, kayaking, canoeing, biking and more at various venues around the region.",,,,Venture Outdoors,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23338
"Tuesdays, Thursdays, 7 p.m.",,,,"Training at West Penn Field, Polish Hill.  New players welcome.",,,,Pittsburgh Harlequin Rugby Club,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:43305
,,,,"Free class for expectant parents, various area Children's Community Pediatrics locations.",,,,Baby Basics Class,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:81776
,,,,"Seeking new players, no experience necessary. Wednesdays, Squirrel Hill.",,,,Competitive Scrabble,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23694
,,,,"Multiple monthly groups, North Hills & South Hills locations.",,,,Family Hospice and Palliative Care Community Bereavement Support Groups,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:72948
,,,,"Wightman School Community Building, Squirrel Hill.",,,,Pittsburgh Chess Club,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23364
,Pittsburgh,225 Boulevard of the Allies,Red Cross Headquarters,"Classes on various Tuesdays, Thursdays, Saturdays. Call for details.",-80.00353,15222.0,PA,"Red Cross CPR, First Aid Training",,40.43901,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:56040
"Tue., Jan. 11, 10 a.m.-4 p.m",Gibsonia,4156 Kenneth Dr.,Gateway Analytical,"Local industry & political guest speakers, facility tours, & refreshments.",-79.9435,15044.0,PA,Gateway Analytical Grand Opening,,40.62436,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:89159
Through Feb. 3.,,,,"Auditions for dance & music troupe.  Seeking undergrads with experience in ballet, tap, band, chorus, musical theater, etc. Tamburitzans Building, 1801 Blvd of the Allies.",,,,Duquesne University Tamburitzans,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:89113
Through Feb. 1.,,,,"Summer festival seeking original short films, 30 minutes or less.",,,,First Commonwealth Johnstown Film Festival,www.johnstownfilmfest.org,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:86830
,Greensburg,208 S. Pennsylvania Ave.,DV8 Espresso Bar & Gallery,"Submit your film, 10 minutes or less. Screenings held on the second Thursday of every month.",-79.54491,15601.0,PA,Independent Film Night,http://www.myspace.com/dv8espressobarandgallery,40.30111,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:84765
Ongoing.,,,,Ongoing auditions for actors ages 18+ for murder mystery shows performed in the Pittsburgh area.,,,,McCaffery Mysteries,www.eatdrinkmurder.org,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:81697
Through Jan. 26.,,,,Marilyn G Rabb Foundation seeking teaching artists for winter/spring semester of program empowering children through the arts. Resume/cover letter/references to: meredith@mgrf.org,,,,Murals: Violence Prevention through the Arts,www.mgrf.org/Careers/ApplyMGRF.aspx?jobid=TA,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:89211
Ongoing.,,,,"Literary magazine supported by The Women and Girls Foundation. Taking submissions of creative writing, visual art, photographs, and essays from women and girls of all ages. www.new-slang.org",,,,New Slang Literary Magazine for Women and Girls in Pittsburgh,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:87440
Ongoing.,,,,Quirky online literary magazine seeking submissions.,,,,OpheliaStreet.com,www.opheliastreet.com,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:55246
Ongoing.,,,,Looking for new artists to submit artwork.,,,,Planet Art Gallery,www.planetartgallery.com,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:41087
Through Feb. 15.,,,,"Seeking actors & dancers 18 - 25 yrs. for sexy cameo roles in world-premiere, steampunk Dorian Gray stage play. Find Rage of the Stage Players on Facebook.",,,,Rage of the Stage Players,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:89522
,Butler,344 South Main Street,Butler Art Center,"Seeking performance artists, musicians or acts for its Friday night performance series.",-79.8954,16001.0,PA,Spirit Cafe,http://www.butlerartcenter.net,40.85765,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:37605
Ongoing.,,,,"Open casting for models and actors 1st Monday of every month. 11:45 AM, 5:45 PM.",,,,The Talent Group,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23170
,,,,To help women and children who are victims of domestic violence. Tarentum.,,,,Alle-Kiski Area Hope Center,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23173
Ongoing.,,,,Openings for volunteers in several areas at hospital in Bellevue; volunteers receive free meals & parking.,,,,Allegheny General Hospital - Suburban Campus Auxiliary,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:50677
,,,,Volunteer tutoring to teach English as a Second Language. Training provided.,,,,Allegheny Intermediate Unit,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23172
,,,,Seeking help in all areas. Oakland.,,,,American Civil Liberties Union,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23174
Ongoing.,,,,"Seeking volunteers for disaster response, health & safety instruction, community outreach marketing, media relations, military relations. swpa.redcross.org",,,,American Red Cross Southwestern Pennsylvania Chapter,swpa.redcross.org,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:59153
,,,,Staffers needed to work in West End thrift store.,,,,Animal Advocates,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23176
,Ohio Township,562 Camp Horne Road,Animal Friends,"Pet resource center seeks volunteers to socialize &  foster animals, help w/ events, adoption & admin.",-80.07913,15237.0,PA,Animal Friends,http://www.animal-friends.org,40.52303,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23177
,,,,"Seeking foster homes for animals, as well as volunteers for dog-walking, pet therapy, cat snuggling and more. East Liberty.",,,,Animal Rescue League,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23179
,,,,Help injured wildlife. Verona.,,,,Animal Rescue League Wildlife Center,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23178
Ongoing.,,,,Seeking volunteers in recovery from mental illness to help mentor others battling depression and suicidal behaviors.,,,,Another Life Foundation,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:30429
,,,,Tutoring students in grades K-9. New Kensington Salvation Army.,,,,Ark of Learning,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23180
,,,,Reading and mentoring program.,,,,Beginning With Books,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23182
,,,,To work with patients and families. Training provided.,,,,Bethany Hospice,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23183
,,,,Assistance needed for this agency which works with disenfranchised women.,,,,Bethlehem Haven,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23184
