ticketPhone,title,website,moreInfoLink,from,tickets,latitude,times,to,description,venue,address,city,state,image,zipcode,longitude,email
(916) 278-6321,Learn to Ski & Snowboard: Boreal,http://www.peakadventures.org,http://www.sacramento365.com/event/detail/441179491/Learn_to_Ski_Snowboard_Boreal,12/17/2011,,38.5656656,Sat 6:30am~6:30pm,12/17/2011,"If you've been wanting to try skiing or snowboarding, or if you're just a bit rusty, this is a great opportunity to get away from the Sacramento fog and into the Sierra snow. We do the driving so you can sit back and enjoy the scenery.<br> <br> This is a deal! The trip price includes guides, transportation to the Ski Resort, equipment, a beginner lesson, and a lift ticket. Remember to bring your own lunch. No experience necessary but space is limited, so sign up soon!</p>			</p>    			<br><br>",Peak Adventures - Sacramento State Campus,6000 J Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441179491/1_30_11_learn_to_ski_and_snowboard_019_medium.jpg,95819,-121.4256352,peakinfo@csus.edu
(916) 278-6321,Belay 101,http://www.peakadventures.org,http://www.sacramento365.com/event/detail/441151567/Belay_101,12/20/2011,,38.5656656,Tues 7pm~9pm,12/20/2011,"Looking for a way to reach new heights? This is the ideal course for the novice climber. This course is designed to teach you how to use ropes and other safety equipment to keep your climbing partner secure while climbing. This class will teach you everything that you need to know to pass the belay test, which is required to belay at the WELL climbing wall.  During this course you will learn how to tie a figure-8 follow through knot and a double fisherman&rsquo;s knot, standard climbing commands, and a pre-climb safety check.  Additionally, at the conclusion of the course the participant should be able to safely belay a climber up the climbing wall, and then lower the climber back to the ground.</p>			</p>    			<br><br>",Peak Adventures - Sacramento State Campus,6000 J Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441151567/p9150046_medium.jpg,95819,-121.4256352,peakinfo@csus.edu
(916) 448- 7501,An Art Exhibit Celebrating the Human Spirit,http://www.portraitsbybrooke.com/events.html,http://www.sacramento365.com/event/detail/441198407/An_Art_Exhibit_Celebrating_the_Human_Spirit,04/07/2011,Free,38.574409,Preview&nbsp;Thurs 6pm-9pm,04/07/2011,"This solo show honors the beautiful complexities of the human experience through a collection of oil portraits by local painter Brooke Walker-Knoblich. Come witness the unveiling of three new works at the artist's reception on Preview Thursday! <br> <br> Among the paintings to be unveiled in their first public viewing is &quot;Winter Bloom&quot; (see crop of original composition). Brooke completed this oil painting in response to the tragedies currently wreaking havoc in Japan. To not only celebrate their strength and courage but to help the Japanese people recover, a percentage of the proceeds of the sale of &quot;Winter Bloom&quot; will be donated to relief efforts. <br> <br> Please share this reception invitation with your friends or anyone who may be interested in supporting Japan through the arts.</p> <p>And join Brooke for light refreshments and an evening of art! The exhibit is NOT open for the 2nd Saturday Artwalk so if you are unable to make Thursday&rsquo;s reception, please call to schedule a private viewing. Hosted by Bridge to Art and ISB.</p>			</p>    			<br><br>",Interfaith Service Bureau,2212 K Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441198407/winter_bloom_crop_medium.jpg,95816,-121.477243,
(510) 417-1500,Milton 510 Bowens: The Encyclopedia Blacktannica,http://www.milton510.com,http://www.sacramento365.com/event/detail/441172121/Milton_510_Bowens_The_Encyclopedia_Blacktannica,,Free,38.5513528,Thurs-Sat 11am-6pm,,The Encyclopedia Blacktannica is a collection of 105 contemporary fine art paintings by artist Milton 510 Bowens.</p>			</p>    			<br><br>,40 Acres Art Gallery and Cultural Center,2814 35th St.,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441172121/milton_bowens_bigmomma_medium.jpg,95817,-121.4687592,gwilliams1918@comcast.net
(916) 966-2453,Spring Flower Show & Book Signing,http://www.acaistudios.com,http://www.sacramento365.com/event/detail/441183157/Spring_Flower_Show_Book_Signing,04/09/2011,Free,38.64486,2nd Sat 6pm-9pm,04/09/2011,"The Annual Spring Flower Show features the outstanding photography of Thom Brommerich and David Seals, paintings by Marcia Ballard, and ceramic works by studio artists.  Come have a sneak peek at what spring promises to offer. Join in making ceramic flowers and see a glass blowing demonstration by Eric Griffin. Bring a friend and enjoy wine and cheese with us. There will be a book signing of Thom Brommerich's new book that features 80 of his most outstanding photographs.</p>			</p>    			<br><br>",Allied Ceramics Art Institute Studios & Gallery,7425 Winding Way,Fair Oaks,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441183157/book_cover_medium.jpg,95628,-121.290715,
(916) 448-2452,Color and Joy: Paintings by Mark Lifvendahl,,http://www.sacramento365.com/event/detail/441183799/Color_and_Joy_Paintings_by_Mark_Lifvendahl,,Free,38.5747519,2nd Sat 6pm-9pm,,"Union Hall Gallery features the exhibit Color and Joy: Paintings by Mark Lifvendahl.</p> <p>All ages welcome. Offering refreshments &amp; wood sculpture demonstration in garden, weather permitting.<br> <br> Chief Curator:&nbsp;George Esquibel.&nbsp;Assitant Curator:&nbsp;Carol Davydova.</p>			</p>    			<br><br>",Union Hall Gallery,2126 K St.,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441183799/unionhall_apr11_lifvedahl_yellow_lilly_pond_medium.jpg,95814,-121.478135,
(916) 387-8080,Mind in Midtown,http://www.ucdmc.ucdavis.edu/mindinstitute/events/event_pdf/mind_at_midtown.pdf,http://www.sacramento365.com/event/detail/441199347/Mind_in_Midtown,04/09/2011,Free,38.577072,2nd Sat 5pm-10pm,04/09/2011,"This is an event promoting autism awareness and featuring the artwork of many artists from the Southside Art Center, Short Center, and Creekside Academy. Live music acts will featured as well.</p>			</p>    			<br><br>",Green Living Center,919 20th St.,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441199347/green_sacramento_front_medium.jpg,95811,-121.479436,
(916) 444-7767,Art by Brannon Collins and Music from DJ B-Vega,http://www.BrannonCollins.com,http://www.sacramento365.com/event/detail/441200221/Art_by_Brannon_Collins_and_Music_from_DJ_BVega,04/09/2011,Free,38.573611,2nd Sat 7pm-10pm,04/09/2011,"Brannon Collins is a self taught artist, who has been drawing since the age of five.  As an &quot;80's kid&quot; growing up in Hawaii, Brannon watched Japanese cartoon shows like, Space Battleship Yamato and Mazinger Z which sparked his imagination and got him drawing at an early age. He moved with his family to Los Angeles in late 1984 where he was first introduced to graffiti. By 1989, he was tagging his name around his neighborhood, and by the early '90s he was a full-time graffiti writer. While writing graffiti, Brannon further engaged himself in the Hip Hop culture, by picking up the mic and becoming an emcee. He gained quick recognition and partnered up with West Los Angeles hip hop group People Under the Stairs. Through all of this Brannon never stopped painting and drawing. He now lives in Northern California with his wife and daughter and is a freelance illustrator and artist.<br> <br> DJ B-Vega is from Seattle, WA and has been behind the turntables since '99. Originally a strictly hip-hop/turntabalist background has evolved into a mix of soul, funk, true school, and underground hip-hop. He has played at multiple clubs/venues in Seattle and greater Washington State. Look out for his new line of mixtapes due this summer under his own brand: Chubb Scout Mixtapes.</p>			</p>    			<br><br>",Elle 23 Salon and Spa,2301 L Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441200221/brannon_medium.jpg,95816,-121.476545,
(916) 585-HIVE,Trifecta,http://theurbanhive.squarespace.com/,http://www.sacramento365.com/event/detail/441205265/Trifecta,04/09/2011,Free,38.5791,2nd Sat 6pm-9pm,04/09/2011,"Trifecta is a group show dedicated to the glory of spring time!  Come to check out fresh paintings, graphic art, and enjoy live music.  Featured artists are: Sofia Lacin, Jeff Musser, Brooke Walker-Knoblich, Laurie Hicklin, and Eben Burgoon.</p>			</p>    			<br><br>",The Urban Hive,1931 H Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441205265/sofia_lacin_medium.png,95811,-121.479731,
(916) 214-1531,New Works: Photography by Cosumnes River Students,,http://www.sacramento365.com/event/detail/441204761/New_Works_Photography_by_Cosumnes_River_Students,04/09/2011,Free,38.585599,2nd Sat 6pm-9pm,04/09/2011,Come out to the New Works 2nd Saturday Art Show by Cosumnes River Photography Students.</p>			</p>    			<br><br>,E Street Gallery and Studios,1115 E St.,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441204761/cosumnes_river_college_medium.gif,95814,-121.489099,
(916) 448-5090,"""3""",http://www.abitchinspace.com/,http://www.sacramento365.com/event/detail/441179897/3,,Free,38.564561,Friday Noon-6pm,,"&quot;3&quot; is 3 Artists. 3 Mediums. 3 Days. 3 dimensional work in clay, wood, and steel.<br> <br> Elliott Roges' painstakingly-detailed clay pieces bring awe and joy in his unpredictable animal creatures. Now a mountain man, we are wondering what cave he is creating out of these days. Rogers left a couple years ago to live off the grid and will be gracing us with his art and presence.</p> <p>Nathan Cordero is back in these parts after his adventure in New York the last couple of years. With all that eastern culture we are expecting more brilliant concepts cut outta ply and a few ciggies to boot!<br> <br> Then there is Gale Hart who wants to pack it all in an RV but just can't quite find a place for all that scrap steel--so she threw some more furniture together and even took the time to throw down some graffiti on it. <br> <br> You all need to come by A Bitchin' Space cause the shows there are few and far between.</p>			</p>    			<br><br>",A Bitchin' Space,2114 19th St.,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441179897/galehart_medium.jpg,95814,-121.487076,
(916) 808-7752,Art Service Group Evaluation Day,http://crockerartmuseum.org,http://www.sacramento365.com/event/detail/441177347/Art_Service_Group_Evaluation_Day,04/12/2011,Informal appraisals are $10 per item or $45 for five items,38.5776686,Tues 10am-4pm,04/12/2011,"The Art Service Group will sponsor an antique appraisal session focusing on books with Don Connor; paintings with Velta Duffield; and pottery, glass, porcelain, decorative arts, and collectibles with Gary Cox.</p> <p>Appointments are required.</p>			</p>    			<br><br>",Crocker Art Museum,216 O Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441177347/art_service_group_evaluation_day_medium.jpeg,95814,-121.5062708,
